Player,Country,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Lauxio,,SUPPORT,46,56.5%,3.1,1,3.9,10.9,1.2,259,71.6%,8.1,203,3.18,1.57,0.39,0.32,40,2,210,34.8%,21.7%,0,2
Lehends,,SUPPORT,121,81%,4.1,0.8,2.7,10.1,1.8,271,69%,7.3,194,3.28,1.85,0.37,0.53,115,6,55,24%,19%,0,4
Lekcyc,,SUPPORT,36,41.7%,2.6,0.9,3.9,9.1,1.4,249,72.4%,6.8,164,3.37,1.8,0.43,0.4,34,7,151,33.3%,11.1%,0,-
LeoLeCargo,,SUPPORT,14,21.4%,1.9,0.4,4.9,8.7,1.1,231,78.7%,9,170,2.81,1.58,0.31,0.5,-304,0,-83,28.6%,14.3%,0,-
Leon,,SUPPORT,18,27.8%,2.2,0.4,4.3,9.1,1,241,70.6%,6.9,159,3.12,1.65,0.33,0.39,-81,-2,-164,38.9%,5.6%,0,-
Leptiru,,SUPPORT,9,88.9%,4.6,0.8,2.6,10.9,1,262,66.4%,7,171,03.05,1.46,0.32,0.44,150,0,-193,22.2%,11.1%,0,-
Life,,SUPPORT,90,48.9%,2.8,1,3.6,8.9,1.7,262,72%,10.3,247,3.71,02.09,0.42,0.45,-48,-,-,-,-,-,-
Lilipp,,SUPPORT,83,66.3%,2.6,1.3,4.4,10,1.4,274,69.5%,9,240,3.9,1.96,0.56,0.54,77,-3,-52,36.1%,13.3%,0,5
Limit,,SUPPORT,38,63.2%,3.3,1.2,4.2,12.3,1.3,272,73.5%,8.5,213,3.37,1.71,0.39,0.39,131,6,144,21.1%,21.1%,0,1
Look,,SUPPORT,1,100%,2.8,1,4,10,0.8,239,84.6%,5.2,110,3.62,1.65,0.4,0.6,-97,-5,-214,100%,0%,0,-
Loopy,,SUPPORT,92,60.9%,3.8,0.8,2.9,10,1.6,257,70.4%,7.8,188,3.36,1.68,0.45,0.51,12,1,-43,25%,17.4%,0,4
Lospa,,SUPPORT,29,51.7%,2.3,0.6,4,8.8,1,243,67%,5.9,151,3.64,1.89,0.44,0.5,-96,0,-40,44.8%,17.2%,0,-
LotusxJanna,,SUPPORT,2,0%,0.9,1,7,5,1.1,227,58.5%,10.8,202,2.3,01.06,0.28,0.24,-910,1,649,0%,0%,0,-
Lucky,,SUPPORT,74,55.4%,3.2,0.9,3.8,10.9,1.4,267,67.8%,8.5,228,3.62,1.63,0.61,0.31,-17,0,-116,33.8%,13.5%,0,2
Luknom,,SUPPORT,8,12.5%,2,0.9,3.5,6.1,1.1,235,70.6%,17.3,368,2.18,01.06,0.2,0.06,-151,-3,91,12.5%,0%,0,-
Lunaris,,SUPPORT,24,54.2%,2.8,0.5,4,10.5,0.9,245,65.8%,6.3,166,2.69,1.25,0.29,0.33,-251,-8,-283,16.7%,0%,0,-
Luon,,SUPPORT,78,56.4%,3.1,0.6,3.1,9.1,1.3,250,73.3%,6.9,159,3.34,1.88,0.38,0.49,-133,-2,-218,28.2%,5.1%,0,2
Lwx,,SUPPORT,1,0%,1.2,0,5,6,2.4,286,54.5%,14.4,323,-,-,-,-,-,-,-,-,-,-,-
Lyonz,,SUPPORT,71,71.8%,4.5,1.1,2.7,11.1,1.7,273,71.8%,7.8,218,3.12,1.62,0.39,0.4,159,6,4,29.6%,12.7%,0,1
Lyrokun,,SUPPORT,14,21.4%,2.2,0.6,3,5.9,1.2,233,67.5%,8.6,170,2.63,1.25,0.33,0.23,-279,3,-324,28.6%,7.1%,0,-
M00SEY,,SUPPORT,27,29.6%,2.2,0.7,4.4,8.9,0.9,246,67.1%,8.7,215,3.16,1.74,0.32,0.39,-259,-6,-48,18.5%,18.5%,0,-
M0NK,,SUPPORT,4,100%,1.6,0.8,7.3,11,1,259,61.7%,6.4,176,2.76,1.25,0.33,0.2,-18,1,-588,25%,50%,0,-
Mahonix,,SUPPORT,41,39%,2.6,0.5,3.1,7.7,1.1,244,65.9%,8.4,192,3.14,1.65,0.37,0.33,-47,-2,10,31.7%,7.3%,0,-
Mali Mrav,,SUPPORT,1,100%,3.3,2,4,11,0.9,301,52%,9.5,294,2.72,1.26,0.29,0.24,286,-8,61,0%,0%,0,-
Manel,,SUPPORT,33,60.6%,2.5,1.2,4.4,9.7,1.3,256,71%,7.6,196,3.66,1.85,0.54,0.55,98,4,61,39.4%,15.2%,0,1
Mark,,SUPPORT,46,39.1%,2.8,0.5,2.7,7.1,1.5,245,69.1%,6.7,145,3.84,02.04,0.56,0.49,-108,-,-,-,-,-,-
Mega1,,SUPPORT,38,57.9%,2.6,1,3.9,9.2,1.1,254,72.8%,9.3,220,3.22,1.58,0.39,0.39,20,-4,-123,21.1%,15.8%,0,-
Melekx,,SUPPORT,10,40%,7,0.7,1.6,10.5,1.1,247,80.2%,8.5,187,3.58,02.01,0.44,0.27,32,0,311,20%,0%,0,-
Mentor,,SUPPORT,4,25%,3.7,0.5,3.5,12.5,1.9,257,90.9%,7,157,02.07,01.06,0.25,0.23,-22,18,60,0%,0%,0,-
Merty,,SUPPORT,2,100%,2.6,1,4.5,10.5,1.1,263,67.5%,7.9,188,3.32,1.25,0.38,0.31,-206,-8,-130,50%,0%,0,-
Mezza,,SUPPORT,4,0%,1.1,0.3,4.3,4.5,2.3,230,73.3%,8.5,175,1.88,0.87,0.24,0.16,124,18,829,25%,25%,0,-
Mikyx,,SUPPORT,107,71%,2.8,0.9,4.1,10.4,1,263,69.2%,8.2,210,3.89,02.08,0.49,0.5,-27,-7,-280,24.3%,15.9%,0,1
Ming,,SUPPORT,56,33.9%,2.4,0.5,3.3,7.6,1.5,244,72.6%,8.3,171,03.03,1.78,0.29,0.52,-113,-,-,-,-,-,-
Minous,,SUPPORT,37,40.5%,2.6,0.5,3.4,8.3,1.9,253,69.8%,7.1,176,3.19,1.62,0.45,0.45,-69,7,-31,18.9%,18.9%,0,2
Mishal,,SUPPORT,14,50%,2.9,1.2,3.5,9.1,3.3,295,59.3%,12,274,2.7,1.29,0.41,0.32,516,18,369,42.9%,14.3%,0,2
Missing,,SUPPORT,113,61.1%,3.3,0.6,3.1,9.5,1.2,252,71.1%,8,189,3.9,2.33,0.44,0.59,-4,-,-,-,-,-,-
Moham,,SUPPORT,61,68.9%,4,0.6,2.8,10.4,1.4,255,69.9%,7.2,187,3.72,1.93,0.51,0.54,18,6,77,24.6%,8.2%,0,-
Momochi,,SUPPORT,39,38.5%,2.2,0.6,3.9,8.1,1.4,250,66.8%,9.2,218,03.03,1.54,0.38,0.36,-126,0,-76,20.5%,12.8%,0,-
Mun,,SUPPORT,4,25%,1.8,1,5,8,0.8,238,67.1%,5.9,152,2.75,1.65,0.24,0.51,71,-8,22,25%,0%,0,-
Mxe,,SUPPORT,52,42.3%,2.8,0.7,3.6,9.3,1.4,251,78.6%,7.6,169,3.6,1.88,0.46,0.61,-90,4,35,40.4%,25%,0,-
Myrtus,,SUPPORT,36,44.4%,2.2,0.9,4.6,9.2,1.3,252,70%,7.7,183,3.39,1.64,0.45,0.37,67,2,-64,22.2%,13.9%,0,-
Mystiques,,SUPPORT,8,50%,1.9,0.3,5.5,10.3,1.2,236,69.1%,6.4,149,2.68,1.46,0.21,0.3,-507,-2,-446,25%,12.5%,0,-
Nadro,,SUPPORT,14,35.7%,2.4,0.7,3.7,8.1,0.9,236,66.2%,6.5,143,2.74,1.31,0.27,0.25,-169,0,-78,28.6%,14.3%,0,-
Namgung,,SUPPORT,62,30.6%,1.8,0.6,4.1,7,1.1,240,65.3%,8.4,209,3.67,1.99,0.51,0.51,-288,-7,-349,21%,9.7%,0,-
Nash,,SUPPORT,39,51.3%,3.3,0.8,3.3,9.9,1.7,262,70.1%,7.3,176,3.18,1.64,0.4,0.3,164,8,63,35.9%,7.7%,0,-
Nia,,SUPPORT,4,25%,1.3,0.8,6,6.8,1,231,55.5%,4.1,118,3.84,02.03,0.4,0.63,-167,2,-82,0%,75%,0,-
Niket,,SUPPORT,35,37.1%,2.9,0.8,3.3,8.8,1.2,242,75.3%,6.4,143,3.55,02.03,0.48,0.54,-30,-,-,-,-,-,-
Nikola,,SUPPORT,36,58.3%,2.9,0.9,3.3,8.5,2.2,261,68.5%,8.4,218,2.76,1.44,0.29,0.24,247,17,407,22.2%,8.3%,0,2
Nio,,SUPPORT,53,45.3%,2.4,1,5,11,1,256,73.5%,7.5,199,03.02,1.4,0.35,0.36,-76,-1,-249,32.1%,15.1%,0,1
Noki,,SUPPORT,35,45.7%,3,1.3,3.7,10,1.3,256,71.4%,9.4,242,2.79,1.42,0.3,0.4,4,-10,-311,28.6%,11.4%,0,2
Nsurr,,SUPPORT,35,34.3%,2.4,1,5.1,11.3,1.2,256,73.1%,7.5,191,3.17,1.62,0.42,0.38,-45,-2,-62,31.4%,11.4%,0,1
Nukes,,SUPPORT,18,11.1%,1.9,0.8,4.3,7.4,1.2,230,67.6%,8.4,200,3.12,1.54,0.36,0.3,-164,-3,-12,38.9%,5.6%,0,-
Nykeus,,SUPPORT,34,44.1%,2.2,0.5,4.5,9.4,1.4,250,66.6%,7.4,174,2.96,1.47,0.34,0.3,-140,3,-90,8.8%,17.6%,0,1
ON,,SUPPORT,129,73.6%,4.1,1.1,3,11.1,1.7,286,70.8%,8.9,241,3.56,1.91,0.48,0.53,187,-30,-1061,1.6%,0%,0,-
Obstinatus,,SUPPORT,55,52.7%,2.8,0.8,3.8,9.9,1.1,258,74.8%,7.4,181,3.46,1.69,0.46,0.45,90,-2,71,30.9%,18.2%,0,1
Oddie,,SUPPORT,2,50%,2.9,0,3.5,10,1,238,84.7%,6.1,163,2.68,1.15,0.28,0.28,-416,7,414,0%,100%,0,-
Olleh,,SUPPORT,29,24.1%,2.2,0.5,3.2,6.5,1.4,235,75.1%,7.2,159,3.83,02.03,0.55,0.55,-209,-8,-317,20.7%,20.7%,0,3
Only35,,SUPPORT,20,60%,2.6,1.1,4.6,11,1.1,262,73.2%,7,184,3.52,1.75,0.49,0.38,-279,-7,-551,35%,10%,0,1
Orca,,SUPPORT,78,53.8%,3.8,1.5,3.2,10.6,2.2,298,70.4%,11.6,346,03.01,1.58,0.43,0.39,233,9,251,25.6%,7.7%,0,5
Oscure,,SUPPORT,46,54.3%,3,0.7,4,11.5,0.8,246,73.9%,6.7,178,3.35,1.86,0.34,0.5,-195,-9,-434,52.2%,10.9%,0,-
Paixdia,,SUPPORT,65,56.9%,2.8,0.6,4,10.5,1.2,254,71.3%,7.3,181,03.08,1.61,0.36,0.42,-110,-2,-8,29.2%,12.3%,0,-
Palette,,SUPPORT,3,0%,1.8,1,4.3,6.7,3,256,57.3%,6.9,149,3.53,2.18,0.55,0.56,-722,-43,-1038,33.3%,0%,0,-
Panj,,SUPPORT,27,51.9%,3,0.5,3.3,9.3,1.1,242,69.7%,6.5,161,3.12,1.57,0.35,0.36,-194,-10,-273,25.9%,7.4%,0,1
Pann,,SUPPORT,36,41.7%,2.9,1.1,3.6,9.7,1.1,248,73.7%,7.6,172,2.96,1.45,0.35,0.37,-206,-3,-60,41.7%,13.9%,0,1
Parasite,,SUPPORT,24,66.7%,4.3,1.5,3.3,12.8,1,290,78.2%,10.1,305,3.33,1.75,0.36,0.44,434,-5,126,37.5%,12.5%,0,1
Parus,,SUPPORT,89,77.5%,3.7,1.5,3.7,12.1,1.1,272,71.8%,8.5,244,3.73,1.78,0.48,0.39,158,-2,66,41.6%,10.1%,0,6
Passzi,,SUPPORT,35,40%,3,1.1,3.5,9.4,1,249,69.2%,7.2,178,2.98,1.62,0.31,0.44,-73,-8,-169,20%,8.6%,0,1
Patch,,SUPPORT,61,47.5%,2.8,0.9,3.7,9.6,1.2,254,69.9%,6.5,163,03.06,1.87,0.44,0.58,93,4,26,31.1%,13.1%,0,3
Pehrson,,SUPPORT,7,14.3%,3.9,1.6,2.9,9.6,1.2,259,79.2%,8,172,3.27,1.5,0.5,0.25,61,-1,166,0%,14.3%,0,-
Peter,,SUPPORT,44,31.8%,3.3,0.5,2.3,7,1.4,245,75.1%,7.1,150,3.32,1.86,0.41,0.47,-269,-11,-236,25%,6.8%,0,-
Peto,,SUPPORT,35,45.7%,3.7,0.6,2.9,10.1,1,241,75%,8.2,201,3.42,1.69,0.42,0.39,-15,-3,0,37.1%,11.4%,0,-
Petrichor,,SUPPORT,3,66.7%,1.9,0.7,5.3,9.7,1,235,59.3%,5.2,151,3.29,1.61,0.3,0.4,-122,-2,-94,0%,33.3%,0,-
Piero,,SUPPORT,69,62.3%,4,1.3,2.8,9.9,1.2,265,69.9%,8.7,224,3.91,02.08,0.52,0.42,186,-7,97,33.3%,18.8%,0,3
Piku,,SUPPORT,4,50%,2.7,1,4.8,12,2.3,262,67.3%,8.9,235,2.51,1.22,0.27,0.47,173,22,-16,0%,50%,0,1
Pleata,,SUPPORT,84,26.2%,2.5,0.5,2.6,5.9,1.6,238,73.1%,8.4,172,3.45,02.01,0.45,0.51,-162,-5,-125,22.6%,7.1%,0,2
Plux,,SUPPORT,21,28.6%,1.9,0.5,4.2,7.6,1.3,243,68%,8,185,03.03,1.52,0.37,0.29,-384,8,63,4.8%,19%,0,1
Pollu,,SUPPORT,83,26.5%,2.2,0.7,3.6,7.2,1.2,237,71.3%,7.5,160,03.03,1.81,0.4,0.52,-263,-10,-364,28.9%,9.6%,0,1
Poome,,SUPPORT,61,45.9%,3.2,1,3.2,9.3,1.3,258,69.5%,10.8,269,3.59,1.85,0.47,0.42,-42,-7,-117,31.1%,6.6%,0,5
Ppgod,,SUPPORT,78,44.9%,3,0.5,3,8.8,1.5,249,74%,7.3,167,3.52,1.95,0.46,0.52,-189,-,-,-,-,-,-
Prime,,SUPPORT,78,53.8%,3.1,0.9,3.3,9.4,1,246,74.3%,6.5,162,3.64,1.85,0.48,0.53,40,0,-96,32.1%,10.3%,0,1
ProDelta,,SUPPORT,71,63.4%,3.6,1,3.4,11.2,1.2,269,73.7%,8,206,3.88,1.9,0.56,0.47,26,0,55,21.1%,18.3%,0,5
PsYcraw,,SUPPORT,31,35.5%,2,1.5,4.8,8.3,1.2,261,68.1%,10.2,248,3.17,1.53,0.39,0.19,-37,-4,230,22.6%,16.1%,0,-
Puppe,,SUPPORT,2,50%,4.9,2.5,4,17,0.9,276,68.3%,8.3,221,3.83,1.87,0.49,0.59,425,-10,150,100%,0%,0,-
Pyrka,,SUPPORT,67,74.6%,5.3,1,2.9,14.1,1.1,278,74.2%,8.3,234,3.27,1.64,0.36,0.35,201,-3,104,47.8%,10.4%,0,1
Qitong,,SUPPORT,2,0%,2,0.5,2.5,4.5,0.9,226,85.7%,8.2,176,2.89,1.35,0.32,0.31,-348,-50,-1426,50%,50%,0,-
Qiuqiu,,SUPPORT,45,40%,2.6,0.8,3.5,8.1,1.6,251,70.4%,8,184,3.21,1.9,0.4,0.54,-119,-,-,-,-,-,-
Quantum,,SUPPORT,77,46.8%,2.2,0.7,3.9,7.9,1.4,257,66.3%,9.6,233,3.46,1.93,0.46,0.47,-159,-7,-318,28.6%,20.8%,0,2
Quintero,,SUPPORT,57,64.9%,3.5,1,3.3,10.4,1.2,260,66.5%,7.5,181,3.6,1.79,0.45,0.38,-5,-3,-129,33.3%,10.5%,0,2
Raina,,SUPPORT,12,33.3%,2.7,0.3,3.3,8.3,1.2,237,65.2%,6.4,159,3.16,1.46,0.52,0.44,53,1,209,16.7%,0%,0,-
Raito,,SUPPORT,58,79.3%,3.1,0.8,4.1,12.1,1,263,66.7%,7.1,198,3.29,1.64,0.4,0.44,-50,-6,-213,25.9%,22.4%,0,2
Rassiel,,SUPPORT,10,20%,1.6,1,4.8,6.6,1.4,237,68.8%,8.6,167,3.2,1.64,0.43,0.4,-122,5,-387,20%,0%,0,-
Raxxo,,SUPPORT,40,45%,2.9,0.9,3.7,10,1.2,249,74.3%,8.2,199,2.95,1.36,0.32,0.28,-20,-1,-110,35%,12.5%,0,1
Reble,,SUPPORT,30,26.7%,2.8,0.9,3.4,8.5,1.7,255,75.7%,9.9,220,3.16,1.62,0.38,0.44,115,8,74,40%,6.7%,0,1
RedBert,,SUPPORT,69,55.1%,2.7,0.9,4,10,1.5,251,73.4%,7.2,182,3.16,1.75,0.31,0.45,36,5,19,18.8%,13%,0,1
Redfernal,,SUPPORT,50,66%,3.5,1,3.8,12.3,1.5,278,73.2%,9.7,243,2.91,1.39,0.38,0.25,229,5,375,38%,20%,0,3
Rekkles,,SUPPORT,104,44.2%,6.6,1.4,1.4,7.9,1.7,275,76.2%,11.8,271,3.42,1.8,0.52,0.4,344,3,729,34.6%,1.9%,0,5
Rexat,,SUPPORT,2,50%,5,0,1.5,7.5,1,235,85.8%,7,124,3.26,1.45,0.38,0.31,134,-2,-92,0%,50%,0,-
Rhuckz,,SUPPORT,60,61.7%,4.1,0.8,2.9,10.7,1.1,249,76.9%,7.3,177,3.2,1.61,0.35,0.36,38,1,47,26.7%,10%,0,-
Rispy,,SUPPORT,6,0%,1.3,0.3,4.5,5.3,0.9,214,55.4%,7.6,130,2.78,1.52,0.28,0.46,-450,-8,-150,0%,0%,0,-
Rito,,SUPPORT,13,15.4%,2.1,0.5,3.8,7.5,1.1,239,81.8%,10.5,214,3.18,1.46,0.39,0.33,-116,-5,-50,23.1%,23.1%,0,1
Robko,,SUPPORT,18,22.2%,2,0.6,4.6,8.4,1.6,243,65.2%,8.1,186,2.62,1.27,0.35,0.33,-238,7,38,38.9%,5.6%,0,2
Romeo,,SUPPORT,53,54.7%,2.5,0.7,4.1,9.6,1,242,65.4%,6,150,3.21,1.78,0.33,0.41,-236,-10,-343,24.5%,15.1%,0,-
RonOP,,SUPPORT,16,37.5%,2.2,0.6,4,8.2,1.1,238,74.5%,6.3,148,3.34,1.84,0.5,0.42,-351,-9,-462,43.8%,12.5%,0,-
Rovex,,SUPPORT,39,48.7%,2.9,0.9,3.7,9.8,1.4,252,67.6%,6.7,169,3.19,1.67,0.35,0.36,-141,-3,-101,12.8%,17.9%,0,-
SHREDDER,,SUPPORT,32,56.3%,3,0.8,4.2,11.6,1,248,74%,6.9,172,3.13,1.6,0.33,0.43,20,-3,-59,43.8%,3.1%,0,-
Santha,,SUPPORT,8,37.5%,3,0.8,3.4,9.5,1,253,76.4%,8.7,192,1.91,0.86,0.17,0.2,-534,-19,-138,37.5%,12.5%,0,-
Saviour,,SUPPORT,12,33.3%,1.6,0.3,5.8,8.8,1,232,68.8%,7.6,211,2.75,1.27,0.34,0.19,-162,-1,-133,50%,25%,0,-
Scaryride,,SUPPORT,13,7.7%,2.5,0.5,3.3,7.7,0.9,226,71.6%,7.9,168,2.9,1.56,0.29,0.27,-367,-13,-187,38.5%,7.7%,0,-
Scxtt,,SUPPORT,25,72%,3.6,0.9,3.4,11.5,1.5,280,73.3%,9.6,247,2.87,1.42,0.33,0.31,110,-2,64,16%,12%,0,-
Seal,,SUPPORT,62,64.5%,4.3,1.2,2.9,11.5,1.2,271,72.6%,7.9,217,3.85,1.93,0.49,0.46,136,-2,-9,29%,8.1%,0,1
Seaz,,SUPPORT,57,50.9%,3.8,0.8,3,10.7,1.1,253,74.6%,7.2,177,3.25,1.69,0.37,0.42,20,-1,0,35.1%,12.3%,0,2
Seneca,,SUPPORT,18,50%,2.9,0.3,3.4,9.7,1,241,68.6%,6.2,145,3.4,1.8,0.37,0.49,-146,-7,-392,22.2%,0%,0,-
Shadow,,SUPPORT,39,53.8%,3.7,1,3.2,10.9,1.6,275,70.7%,9.3,230,03.09,1.56,0.37,0.36,-11,0,141,17.9%,12.8%,0,2
ShawiKatami,,SUPPORT,34,44.1%,3.5,1.4,3.5,10.9,1.2,261,72.8%,8.1,217,3.38,1.74,0.42,0.45,-40,-5,-220,32.4%,8.8%,0,1
ShiauC,,SUPPORT,7,14.3%,2,1,5.1,9.4,1.7,249,74.7%,6.6,134,-,-,-,-,-,-,-,-,-,-,-
Shinki,,SUPPORT,27,29.6%,2.8,0.7,3.9,10.1,1.1,248,69.8%,8.1,202,2.81,1.46,0.26,0.31,-29,-4,133,18.5%,0%,0,-
Shoiti,,SUPPORT,3,0%,1.6,0.7,5.3,7.7,1.3,234,46.8%,7.4,158,3.84,1.79,0.6,0.49,-42,-1,225,33.3%,33.3%,0,1
Shu Hari,,SUPPORT,5,0%,1.4,0.6,5,6.2,1.1,226,63.2%,10.1,198,2.97,1.6,0.33,0.48,-204,0,87,20%,0%,0,-
Simpy,,SUPPORT,49,53.1%,3.2,0.6,3.5,10.7,1.3,257,70.2%,6.4,165,3.71,1.69,0.55,0.38,35,2,198,28.6%,14.3%,0,1
Siuloong,,SUPPORT,1,0%,1.3,2,7,7,1,277,56.2%,11.2,306,4.29,2.97,0.37,0.72,1388,0,752,0%,0%,0,-
Sivvy,,SUPPORT,14,0%,1.7,1.1,4.5,6.4,1,237,75.4%,7.8,145,2.76,1.42,0.28,0.41,-97,-10,-238,35.7%,0%,0,1
SkyTec,,SUPPORT,21,38.1%,1.9,0.5,6.8,12,0.9,251,75.7%,8,226,3.67,1.89,0.44,0.35,-254,-7,-187,14.3%,42.9%,0,1
Sloth,,SUPPORT,42,54.8%,3.7,1,3.3,11.2,2,275,69.4%,7.7,205,2.92,1.4,0.37,0.44,234,13,276,28.6%,4.8%,0,2
Smarty,,SUPPORT,28,39.3%,2.7,0.6,3.7,9.2,1.4,247,75.8%,8,198,3.2,1.54,0.44,0.36,36,0,-103,25%,10.7%,0,1
Smebber,,SUPPORT,1,0%,0,0,3,0,1.4,201,0%,8.1,144,1.88,0.88,0.22,0.17,-1661,-1,-47,0%,0%,0,-
Snabi,,SUPPORT,21,47.6%,2.7,0.6,3.3,8.4,3.4,280,65.8%,8.6,224,2.19,0.99,0.25,0.23,625,36,870,33.3%,0%,0,-
Snake,,SUPPORT,10,40%,2.3,0.4,4.4,9.8,0.9,235,65.9%,5.9,140,3.38,1.82,0.36,0.42,-96,-4,-159,30%,20%,0,-
SofM,,SUPPORT,10,60%,5.8,1.6,2.2,11.1,1.5,278,69.9%,15.9,440,4.18,2.39,0.68,0.57,-237,-23,-583,20%,20%,0,3
Soraaa,,SUPPORT,62,35.5%,2.7,0.6,3.8,9.8,1,246,71.4%,7.1,174,3.62,02.05,0.44,0.56,-64,-5,-80,24.2%,14.5%,0,-
SouI,,SUPPORT,14,50%,2.7,1.1,4.6,11.5,1.3,262,60.8%,6.9,214,2.39,01.01,0.24,0.15,74,5,-114,28.6%,7.1%,0,1
Sparz,,SUPPORT,23,56.5%,3.4,1.1,3.6,10.8,1.2,260,73.6%,7.6,166,3.21,1.79,0.37,0.43,-136,0,142,39.1%,8.7%,0,2
SpeedoBear,,SUPPORT,4,75%,8.2,1.3,1.5,11,1.3,273,76.5%,10.9,308,3.32,1.42,0.38,0.23,-184,-41,-450,75%,0%,0,-
Staargazing,,SUPPORT,21,38.1%,1.8,0.9,5.8,9.3,1.2,257,72.3%,8.7,220,2.69,1.31,0.27,0.31,-309,-1,-292,14.3%,14.3%,0,1
Steeelback,,SUPPORT,45,42.2%,2.7,0.5,3.5,8.9,1.1,239,71.1%,6.9,155,03.07,1.7,0.28,0.48,-114,2,35,37.8%,6.7%,0,1
Stend,,SUPPORT,78,60.3%,4.3,1.1,2.8,11.1,1.1,264,77.1%,8.3,215,3.51,1.7,0.47,0.39,93,-3,256,37.2%,14.1%,0,1
Sthe,,SUPPORT,28,3.6%,0.9,0.5,5.1,4.1,1.1,221,64.4%,7.8,149,2.46,1.37,0.28,0.42,-656,-17,-582,25%,17.9%,0,-
Stoneses,,SUPPORT,23,43.5%,3,1,3.5,9.5,1.8,254,72.5%,6.8,176,2.87,1.56,0.33,0.52,134,9,133,13%,13%,0,1
Stookbeer,,SUPPORT,29,51.7%,3,2.1,4.1,10.1,1.4,282,73.7%,11.1,293,3.49,1.65,0.52,0.36,300,5,307,24.1%,13.8%,0,-
Sw3ry,,SUPPORT,28,21.4%,2.4,0.6,3.3,7.4,1,229,72.8%,6.5,141,2.95,1.53,0.31,0.35,-204,-3,-224,28.6%,7.1%,0,2
SwordArt,,SUPPORT,71,60.6%,4.3,0.6,2.4,9.6,1.6,263,73.2%,8.3,215,3.2,1.76,0.39,0.38,47,3,164,26.8%,9.9%,0,2
Sworm,,SUPPORT,19,68.4%,4.3,0.7,2.7,11.2,1.2,264,70.6%,6.8,165,3.31,1.82,0.32,0.5,-94,-5,-296,47.4%,0%,0,-
T1en,,SUPPORT,1,0%,1.5,2,6,7,2.5,319,75%,27.9,611,-,-,-,-,-,-,-,-,-,-,-
TENG,,SUPPORT,3,0%,0.9,0.3,7,5.7,1.2,222,68.7%,11.6,232,-,-,-,-,-,-,-,-,-,-,-
TMuKK,,SUPPORT,11,18.2%,1.9,1,4.5,7.5,1.1,244,74.4%,9.7,221,2.69,1.15,0.4,0.26,-119,-1,-78,27.3%,27.3%,0,2
TQ,,SUPPORT,29,37.9%,2.2,0.7,4.8,9.8,1,254,71.2%,7.7,220,3.5,02.02,0.4,0.49,-142,-2,-100,34.5%,10.3%,0,1
Tahahy,,SUPPORT,23,26.1%,1.8,0.7,4.3,7,1.2,239,65.6%,7.1,167,3.46,1.88,0.52,0.59,-244,3,-250,13%,8.7%,0,-
Taki,,SUPPORT,62,66.1%,4.3,0.9,2.8,11.2,1.2,268,71.9%,8.8,230,3.58,02.06,0.47,0.51,210,1,212,40.3%,12.9%,0,3
Tangyuan,,SUPPORT,6,16.7%,1.4,0.3,6.3,8.8,1.1,237,72.7%,8.4,189,3.23,1.62,0.41,0.42,-7,-,-,-,-,-,-
Targamas,,SUPPORT,39,35.9%,2.5,0.3,3.4,7.9,1.4,239,71%,7.3,156,3.81,02.04,0.51,0.46,-131,0,-96,30.8%,15.4%,0,1
Tasteless,,SUPPORT,54,63%,3.4,0.7,3.1,10,0.9,246,69.9%,6.6,155,2.85,1.34,0.29,0.31,-119,-8,-59,31.5%,5.6%,0,2
Tchokez,,SUPPORT,2,0%,1.2,0,4.5,5.5,1,209,46.1%,4.9,91,2.51,1.4,0.2,0.18,-1008,-52,-415,50%,0%,0,-
Telas,,SUPPORT,71,69%,3.7,0.7,3.2,11,1.3,253,73.3%,7.4,185,3.74,2,0.46,0.42,-31,1,-99,32.4%,12.7%,0,1
Thallnoss,,SUPPORT,5,0%,0.9,0.4,4.4,3.4,1.5,231,65%,12.3,240,2.39,1.1,0.31,0.19,-10,7,90,0%,60%,0,1
Thomas,,SUPPORT,64,73.4%,4.6,0.9,2.8,12.1,1.9,273,73.4%,9.3,258,03.04,1.42,0.37,0.22,216,12,157,18.8%,12.5%,0,-
Thominhas,,SUPPORT,7,28.6%,1.8,1.4,4.4,6.7,1.1,261,71.1%,8.6,197,3.4,1.87,0.4,0.53,-152,-4,-365,42.9%,42.9%,0,-
Tiger1,,SUPPORT,8,0%,2.1,0.9,4,7.6,1.1,230,67.3%,7.1,162,2.92,1.37,0.43,0.27,-577,-13,-112,12.5%,25%,0,1
Timeofte,,SUPPORT,2,50%,8,0,1,8,1.4,304,61.9%,6.1,229,03.01,1.68,0.56,0.28,-100,2,377,0%,0%,0,-
Tochas,,SUPPORT,37,40.5%,2.1,0.6,4.4,8.9,1.1,239,67.1%,7.2,163,3,1.38,0.41,0.36,-173,-5,-189,27%,10.8%,0,1
Tockimo,,SUPPORT,51,62.7%,3.9,1,3.2,11.3,1.3,267,71.2%,7.5,193,3.18,1.51,0.4,0.32,-40,1,-154,19.6%,15.7%,0,3
TopLop,,SUPPORT,36,55.6%,2.1,0.9,4.8,9.2,1.6,255,65.7%,7,179,03.04,1.48,0.39,0.33,-85,3,63,30.6%,19.4%,0,1
