Player,Country,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Mark,,ADC,1,0%,0.7,0,3,2,6.7,312,66.7%,9.9,170,-,-,-,-,-,-,-,-,-,-,-
Marvin,,ADC,72,73.6%,7.3,6.2,1.6,5.7,8.9,454,66.4%,24,644,1.33,0.52,0.32,0.2,133,1,75,19.4%,4.2%,1,8
Marzo,,ADC,14,21.4%,3.1,3.4,2.7,5,8.4,395,67.9%,22.6,476,0.79,0.29,0.22,0.04,-483,-8,-221,21.4%,0%,0,-
Massu,,ADC,74,60.8%,5.5,4,1.9,6.3,8.2,415,67.2%,25.8,643,1.31,0.52,0.27,0.14,-78,-6,38,21.6%,6.8%,0,6
Matias,,ADC,45,42.2%,3.8,4.8,2.5,4.8,9.2,448,73.4%,30.7,717,1.21,0.41,0.37,0.13,-27,-5,-209,35.6%,6.7%,0,4
Mauki,,ADC,13,53.8%,5.3,4.9,2.3,7.3,9.3,459,72.7%,25.7,775,01.07,0.39,0.25,0.09,326,17,626,7.7%,7.7%,0,3
Meech,,ADC,37,45.9%,3.3,3.5,2.8,5.8,7.5,394,65%,25.8,677,1.15,0.46,0.29,0.06,-581,-23,-689,16.2%,10.8%,0,2
MetroArcher,,ADC,14,28.6%,2.2,3.6,3.6,4.4,7.8,385,64%,29.1,646,0.89,0.34,0.17,0.1,-500,-8,-307,14.3%,21.4%,0,2
Mimic1,,ADC,42,54.8%,4.3,4.5,2.6,6.8,7.2,403,65.3%,21.8,575,1.46,0.59,0.29,0.15,-646,-25,-411,26.2%,16.7%,0,4
Mind,,ADC,35,34.3%,2.3,3.9,4,5.3,8.3,414,64.4%,27.4,673,01.06,0.36,0.31,0.06,-611,-3,-345,20%,8.6%,0,6
Mindrago,,ADC,26,73.1%,4.9,5.5,2.6,7.3,7.6,449,69.3%,24.6,644,1.27,0.51,0.26,0.1,12,-5,-49,30.8%,7.7%,0,3
Ming,,ADC,1,0%,1,1,6,5,3.9,261,54.5%,8.5,191,-,-,-,-,-,-,-,-,-,-,-
Mint,,ADC,3,0%,0.6,0.7,3.3,1.3,8,344,35.7%,22.8,317,-,-,-,-,-,-,-,-,-,-,-
Minui,,ADC,64,42.2%,3.3,3.5,2.9,5.9,8.9,409,60.2%,24,619,0.92,0.39,0.21,0.1,-349,1,-37,21.9%,15.6%,0,7
Mirbs,,ADC,22,50%,5.1,4.3,2,6.2,8.8,423,69.5%,25.9,589,1.2,0.4,0.34,0.15,-1,6,79,18.2%,9.1%,0,1
Mirrored,,ADC,1,100%,2.8,2,4,9,8.8,412,47.8%,19.6,625,1.22,0.41,0.16,0.31,422,41,2306,0%,0%,0,-
Mishigu,,ADC,52,44.2%,4.6,4.5,2.3,6.2,8.5,430,70.6%,27.5,689,1.29,0.43,0.36,0.17,32,-3,-57,38.5%,5.8%,0,7
MnM,,ADC,39,64.1%,6.2,4.2,1.7,6.2,8.1,422,67.3%,28.6,721,1.79,0.69,0.49,0.14,286,5,164,25.6%,5.1%,0,2
Mobility,,ADC,6,33.3%,6.1,7.2,2.3,7.2,9.6,460,81%,30.3,854,1.1,0.33,0.35,0.07,380,-4,-289,0%,0%,0,2
Morttheus,,ADC,71,69%,6.7,5.1,1.7,6.1,9.5,455,70.3%,27.4,700,1.59,0.47,0.45,0.17,190,7,260,26.8%,2.8%,2,6
Moyashi,,ADC,4,0%,1.2,2.3,4.5,3,8.5,374,59.4%,23.2,461,0.84,0.37,0.2,0.1,39,24,520,50%,0%,0,-
MrPhant0m,,ADC,7,28.6%,2.4,3.1,4,6.4,7.1,394,69.7%,22.9,523,01.04,0.41,0.2,0.09,-258,-24,-351,14.3%,14.3%,0,-
Mune,,ADC,14,7.1%,1.6,1.8,3.1,3,7.8,362,54.3%,23,391,0.83,0.32,0.23,0.08,-627,10,-399,35.7%,7.1%,0,-
N0way,,ADC,2,0%,0.8,1.5,6,3,5.1,313,41.8%,19.7,429,1.55,0.59,0.27,0.11,-666,-2,-550,0%,0%,0,1
Namex,,ADC,21,47.6%,3.3,3.6,2.8,5.6,6.6,394,66.1%,23.6,637,1.88,0.61,0.42,0.11,-342,-31,-403,19%,4.8%,0,1
Namgung,,ADC,2,0%,0.4,0,4.5,2,8.5,339,38.1%,18.2,362,01.07,0.49,0.22,0.17,-2405,-24,-1326,0%,0%,0,-
Narttaker,,ADC,2,0%,0.5,0,3,1.5,7.6,316,26.7%,25.1,412,0.63,0.33,0.09,0.04,-1332,-20,-316,0%,0%,0,-
Nata,,ADC,50,44%,3.8,4.8,2.9,6.1,8.4,429,68.7%,25.8,710,0.97,0.37,0.29,0.02,-340,-6,-197,30%,4%,1,16
Nawa,,ADC,8,50%,3.8,4.4,2.8,6,8.6,422,73.6%,25.9,598,01.08,0.36,0.23,0.1,258,-4,-110,50%,12.5%,0,2
Nebula,,ADC,18,38.9%,2.3,3.1,3.3,4.4,8.3,393,54.8%,21.8,494,0.86,0.3,0.21,0.08,-654,-14,-423,44.4%,5.6%,0,2
Neo,,ADC,20,70%,7,3.4,1.6,7.5,9,434,67.6%,22.6,655,1.46,0.55,0.47,0.21,-125,-2,-179,35%,0%,0,-
Neon,,ADC,74,58.1%,4.7,5.5,2.5,6,9.5,466,67.8%,29.7,772,01.09,0.38,0.31,0.1,404,6,173,24.3%,12.2%,2,13
Neramin,,ADC,45,62.2%,3.7,6.7,3.4,5.8,9.2,475,70.8%,28.1,731,0.69,0.25,0.21,0.01,208,5,167,33.3%,6.7%,0,9
Nestuoso,,ADC,13,23.1%,2.6,4.2,3.2,3.9,9,422,58.3%,26.1,646,0.95,0.36,0.23,0.06,-503,-2,-436,7.7%,7.7%,0,3
Netuno,,ADC,44,45.5%,4.7,3.6,1.8,4.8,8.8,423,64.2%,25.5,589,1.35,0.5,0.32,0.13,-350,-9,-185,11.4%,6.8%,1,5
Nexus2,,ADC,1,0%,0.8,3,8,3,6.9,344,60%,21.6,454,0.51,0.28,0.14,0,-2782,-30,-758,0%,100%,0,-
Nilsog,,ADC,14,21.4%,2.2,3.6,4,5.1,8,391,71%,29.7,636,1.29,0.55,0.28,0.15,-103,-1,154,7.1%,14.3%,0,2
NinjaKiwi,,ADC,36,30.6%,3.1,3.5,2.8,5.1,8.9,413,72.6%,29.6,666,1.41,0.47,0.43,0.18,-28,10,139,25%,2.8%,1,4
Noah,,ADC,101,54.5%,4.6,5.6,2.5,5.6,9.5,457,69.2%,27.3,714,1.24,0.43,0.36,0.13,115,7,148,21.8%,5.9%,1,27
Notiko,,ADC,32,40.6%,3.1,5.7,3.3,4.6,8.9,443,63.5%,27.8,680,0.82,0.31,0.23,0.05,-98,5,-12,28.1%,15.6%,0,5
Nykeus,,ADC,1,0%,0.6,0,5,3,1.6,254,100%,12.8,299,02.09,0.77,0.32,0.05,-2679,-110,-2212,0%,0%,0,-
OddEye,,ADC,10,30%,1.9,2.4,2.9,3.1,9.2,404,47.1%,23.9,515,01.02,0.37,0.33,0.13,-390,5,76,10%,20%,0,-
Odysseia,,ADC,18,38.9%,2.1,3.2,4,5.2,7.6,391,57%,22.6,517,1.1,0.38,0.26,0.03,-474,0,-210,5.6%,5.6%,0,-
Only,,ADC,14,21.4%,2.9,4.6,3.3,4.9,8,405,69.1%,26.5,624,1.24,0.44,0.31,0.07,-671,-19,-541,42.9%,21.4%,0,1
Orion,,ADC,23,52.2%,4,3.9,2.5,6.2,9.1,431,57.7%,23.2,563,1.12,0.45,0.26,0.16,53,6,205,26.1%,8.7%,0,6
Outlandisch,,ADC,1,100%,5.7,1,3,16,0.9,284,63%,6.5,203,2.54,01.01,0.27,0.39,-1661,-114,-2391,0%,0%,0,-
Ouzi,,ADC,17,23.5%,2.4,3.2,3.1,4.1,9,412,51.5%,22.8,552,1.21,0.36,0.34,0.15,-353,-6,-164,11.8%,23.5%,0,-
Ozgur,,ADC,42,40.5%,5.2,3.9,1.7,5,8.7,422,66%,25.2,545,1.19,0.49,0.23,0.12,114,1,-2,16.7%,2.4%,0,4
PARJIVAL,,ADC,5,20%,2.5,3,2.4,3,8.6,381,43.3%,24.5,498,0.76,0.33,0.1,0.08,-336,-12,-490,0%,20%,1,2
Paduck,,ADC,89,40.4%,3,3.8,2.9,4.9,8.9,422,67%,28.4,711,1.32,0.55,0.34,0.18,-50,0,51,11.2%,16.9%,1,14
Pain5,,ADC,2,100%,32,10,0.5,6,9.3,534,57.1%,20.7,650,1.51,0.57,0.39,0.24,2086,15,592,50%,0%,1,-
Paladin,,ADC,35,40%,3.5,4.5,2.7,5.2,8.6,426,61.8%,24.1,633,0.92,0.34,0.21,0.08,-110,1,45,22.9%,5.7%,1,3
Pangjin,,ADC,40,72.5%,4.7,6,2.6,6.1,9.4,476,63.5%,25.5,699,01.03,0.33,0.32,0.06,375,14,284,27.5%,7.5%,0,3
Paparotis,,ADC,14,42.9%,3.6,3.9,2.5,5.1,8.3,407,67%,23.1,514,0.68,0.2,0.21,0.03,-689,-12,-240,21.4%,7.1%,0,3
Patrik,,ADC,48,33.3%,3.5,3.6,2.3,4.3,8.9,409,71.5%,27.5,596,1.12,0.43,0.28,0.11,-505,-6,-250,25%,10.4%,0,2
Peagod,,ADC,24,75%,4.4,7.4,3.2,6.6,9.5,502,63.6%,32.4,950,0.81,0.28,0.19,0.01,775,8,382,20.8%,16.7%,1,9
Pec0,,ADC,60,53.3%,4.2,5,2.5,5.6,8.9,434,68%,27.8,740,0.79,0.32,0.19,0.02,21,4,119,25%,8.3%,1,10
Peyz,,ADC,121,81%,7.5,5.3,1.5,6.3,8.8,458,73.7%,26.7,721,1.62,0.62,0.42,0.15,173,-3,89,20.7%,5%,2,14
Photic,,ADC,124,50.8%,4,4,2.3,5.4,8.8,430,65.5%,27,712,1.46,0.54,0.38,0.12,-127,-,-,-,-,-,-
PiOk,,ADC,34,55.9%,4.4,5,2.4,5.6,9,430,72.6%,27.9,667,0.99,0.39,0.23,0.13,-65,1,-54,26.5%,2.9%,0,2
Pinki,,ADC,14,35.7%,5.1,4.6,2,5.6,8.1,423,73%,28.7,633,1.23,0.46,0.22,0.1,-354,-15,-243,28.6%,0%,0,1
Piwek,,ADC,62,62.9%,4.4,7.9,3.4,6.8,9.5,494,71.1%,29.5,891,1.12,0.36,0.3,0.08,662,15,474,24.2%,8.1%,4,22
Pjames,,ADC,6,0%,2.3,2.3,2,2.3,9.1,398,52%,27,530,0.69,0.27,0.2,0.1,-1294,-6,-499,0%,0%,0,1
Pl0x,,ADC,32,62.5%,4.9,4,2.3,7.2,7.6,404,64.9%,23.2,623,1.23,0.46,0.21,0.11,-413,-15,-394,12.5%,6.3%,1,-
Prage,,ADC,5,40%,4.1,5.2,2.8,6.4,9.5,444,64.7%,25.5,601,1.18,0.41,0.3,0.12,176,4,-47,40%,0%,0,-
Pretender,,ADC,4,25%,5.3,3.3,1.5,4.8,9,396,72.5%,29.8,670,01.07,0.44,0.4,0.11,83,16,264,25%,0%,0,-
Prince,,ADC,25,48%,3.5,3.4,1.9,3.2,9,418,59.6%,25.3,604,-,-,-,-,-,-,-,-,-,-,-
Prismal,,ADC,22,18.2%,2.1,3.8,3.6,3.7,7.9,393,54.4%,23.5,538,1.1,0.5,0.21,0.18,0,-4,-229,31.8%,9.1%,0,3
Puddin,,ADC,29,41.4%,4.6,4.8,2.2,5.4,9.5,457,64.3%,28.1,695,1.59,0.54,0.47,0.19,396,18,502,17.2%,3.4%,0,4
Pyshiro,,ADC,27,74.1%,6.7,5.3,1.8,6.5,8.7,453,68.8%,26.2,696,1.87,0.66,0.57,0.26,7,3,-71,14.8%,3.7%,0,2
Qu4rtzo,,ADC,17,47.1%,2.6,3.5,3.2,4.8,7.5,399,62.1%,22.9,507,1.28,0.43,0.26,0.1,-199,-16,-553,17.6%,5.9%,1,3
RAV3N,,ADC,23,43.5%,3.9,4.4,2.4,5.2,8.8,417,67%,26.2,595,1.16,0.48,0.25,0.15,66,-7,-335,21.7%,4.3%,0,1
ROCKBOOM,,ADC,25,32%,2.3,4.1,3.3,3.6,8.1,407,65.5%,24.9,589,0.89,0.37,0.24,0.05,-583,-12,-333,8%,8%,0,11
Rabelo,,ADC,13,38.5%,4.9,5.3,2.3,6,8.7,432,72.1%,26.1,698,1.17,0.44,0.27,0.16,636,5,140,46.2%,0%,0,2
Rabstar,,ADC,1,0%,0.6,0,5,3,7.1,303,50%,25.1,566,0.58,0.31,0.19,0,-2153,-25,-1313,0%,0%,0,-
Raes,,ADC,12,75%,7.7,8.1,1.9,6.6,9,516,66.3%,28.6,826,1.7,0.4,0.26,0.14,1294,16,257,33.3%,0%,0,4
Ragnarr,,ADC,14,42.9%,4.2,4,2.3,5.6,8.1,403,73%,23.2,551,01.06,0.45,0.2,0.11,31,-5,122,35.7%,7.1%,0,-
Rahel,,ADC,78,61.5%,4.6,4.1,2,5.3,9.3,439,64.9%,27.1,631,1.42,0.51,0.41,0.18,-217,-1,-45,19.2%,9%,1,7
Raining,,ADC,44,50%,4.3,3.9,2.6,7.5,8.5,423,66.6%,28.8,765,01.05,0.43,0.2,0.09,-389,-5,-135,25%,15.9%,0,4
Raisen,,ADC,5,0%,1.9,2.8,3,3,8.2,375,70.3%,34.2,639,01.07,0.35,0.37,0.04,-140,1,101,0%,20%,0,-
Rayito,,ADC,42,78.6%,8.5,5.1,1.5,7.6,8.6,459,69.5%,27.4,758,1.12,0.48,0.22,0.17,-108,-12,-268,11.9%,7.1%,1,4
RealR,,ADC,1,100%,11,3,1,8,7.3,383,55%,21.3,481,0.97,0.42,0.21,0.12,-918,-32,-300,0%,0%,0,-
Realer,,ADC,10,20%,1.9,3,3.9,4.3,8.4,401,53.3%,22.9,502,01.02,0.44,0.17,0.12,487,11,651,40%,20%,0,1
Rhythm,,ADC,1,100%,-,6,0,6,9.7,493,66.7%,20.4,572,0.97,0.36,0.29,0.07,853,5,-652,0%,0%,0,-
Rin,,ADC,38,57.9%,4.5,6,2.5,5.3,10,483,73.3%,32.3,788,1.34,0.47,0.36,0.12,85,4,70,34.2%,7.9%,1,5
Rosa,,ADC,14,7.1%,1.3,1.5,3.6,3.1,7.6,348,59.7%,23.2,446,0.87,0.42,0.18,0.08,-1287,-22,-610,28.6%,21.4%,0,2
Route,,ADC,69,55.1%,5.3,4.7,2,6.1,8.3,427,73.5%,27.7,727,1.71,0.64,0.41,0.24,-156,-10,-206,15.9%,4.3%,0,4
Ruep,,ADC,88,56.8%,3.8,4.6,2.8,6.2,9.1,445,68.3%,27.7,711,1.18,0.42,0.3,0.13,272,3,97,31.8%,15.9%,1,11
Ruf,,ADC,27,22.2%,1.6,3.1,4,3.5,8.6,395,57.9%,27.6,624,1.1,0.42,0.26,0.05,-817,-15,-683,22.2%,11.1%,0,1
Ruler,,ADC,113,61.1%,5.1,4.4,1.9,5,9.9,459,65.2%,27.8,677,1.38,0.43,0.42,0.16,277,-,-,-,-,-,-
RustySniper,,ADC,35,40%,3.4,6.3,3.8,6.7,8.4,451,76.4%,29.3,776,1.1,0.29,0.3,0.07,262,5,42,37.1%,0%,1,12
SENPAIII,,ADC,7,14.3%,2,3.7,3.6,3.4,8.5,392,65.6%,27.7,533,0.83,0.36,0.19,0.13,-241,-4,-339,28.6%,14.3%,0,-
SMILEY,,ADC,71,63.4%,4.3,5.2,2.6,6.1,9.5,468,68.8%,26.5,701,1.23,0.38,0.37,0.08,311,9,141,22.5%,7%,1,15
SORROW,,ADC,4,50%,2.8,3.3,4,8,7.9,390,64.7%,25.6,666,1.13,0.43,0.37,0.13,304,-13,-206,50%,0%,0,-
ST3PZ,,ADC,36,47.2%,4.8,5.3,2.2,5.2,9.5,448,70.6%,29,675,1.15,0.39,0.29,0.17,230,9,302,11.1%,0%,0,5
Salami,,ADC,23,60.9%,4.2,3.7,2.3,5.9,8.9,423,69.6%,28.5,680,01.06,0.3,0.3,0.08,89,-3,-257,34.8%,0%,0,4
Samver,,ADC,34,35.3%,3.8,4,2.2,4.4,8.4,401,66.1%,25.5,568,1.43,0.55,0.37,0.16,-284,-7,-251,17.6%,5.9%,0,2
San1,,ADC,20,45%,3.3,4.8,3.2,5.6,8.5,429,60.6%,23.5,663,01.09,0.44,0.22,0.12,291,0,260,25%,10%,0,1
Sant,,ADC,48,50%,4.4,4.7,2.4,5.9,8.2,420,68.3%,26,607,1.27,0.52,0.29,0.17,-98,-6,-203,25%,8.3%,0,3
ScaryJerry,,ADC,70,71.4%,6.8,5.2,1.7,6.5,8.7,451,68.4%,24.9,703,1.22,0.44,0.3,0.16,679,9,412,41.4%,2.9%,0,10
Scorth,,ADC,43,44.2%,4.7,4.3,2.1,5.5,9,428,71.5%,25.4,613,01.04,0.34,0.26,0.11,-34,-3,59,27.9%,4.7%,0,3
Scuro,,ADC,29,69%,6.3,6,1.9,6.2,8.3,439,71.5%,27,646,1.19,0.48,0.27,0.18,421,3,142,34.5%,6.9%,2,3
Seelame,,ADC,49,63.3%,4.3,5.7,3.1,7.9,7.6,425,63.7%,25.2,725,1.28,0.58,0.24,0.19,-211,-11,-146,30.6%,10.2%,1,5
Sentio,,ADC,14,35.7%,2.5,3.3,3,4.1,8.4,395,54.4%,23.7,555,0.69,0.28,0.19,0.01,-571,-9,-360,7.1%,0%,0,-
Shakur,,ADC,24,50%,3.4,5.2,3.4,6.4,8.7,447,64.5%,27.8,712,0.84,0.36,0.18,0.06,-240,6,-16,29.2%,4.2%,0,6
Shaoye,,ADC,64,42.2%,3.1,3.5,2.8,5.2,8.7,418,67%,25.3,597,1.24,0.5,0.32,0.16,-328,-,-,-,-,-,-
Shiganari,,ADC,74,55.4%,3.6,3.8,2.8,6.3,8.5,421,59.1%,25,674,1.18,0.45,0.28,0.12,-194,-4,-52,25.7%,10.8%,0,13
Shigatsu,,ADC,1,100%,20,7,1,13,8.5,471,69%,22.1,847,0.69,0.36,0.12,0.08,813,24,1719,0%,0%,0,1
Shoganai,,ADC,3,0%,1,1.7,4.3,2.7,7.8,337,45.1%,23.4,478,0.67,0.35,0.12,0.07,-703,20,-29,33.3%,0%,0,-
Shogun,,ADC,80,65%,4.1,4.6,2.8,6.7,9.4,454,65.9%,26.8,750,1.39,0.56,0.33,0.16,300,7,275,21.3%,8.8%,2,7
Shoto,,ADC,11,18.2%,2.2,4.3,4.2,5.1,7.4,381,65.4%,26.8,665,0.89,0.28,0.25,0.08,-1166,-16,-728,36.4%,0%,0,2
Shunn,,ADC,71,60.6%,5.7,4.4,1.7,5.4,8.5,436,69.4%,26.2,675,1.58,0.67,0.36,0.2,122,-6,-85,22.5%,5.6%,1,7
Shy Carry,,ADC,56,55.4%,4.7,4.6,2.2,5.9,8.7,424,70.5%,25.4,651,01.05,0.37,0.27,0.1,-35,-4,-327,19.6%,14.3%,1,2
Sirinox,,ADC,14,28.6%,3.9,3.9,2.9,7.4,7.9,400,72.2%,26.5,697,1.18,0.49,0.22,0.12,-364,-3,-174,28.6%,14.3%,0,1
Six0x,,ADC,28,78.6%,7.9,4.8,1.5,6.7,8.6,435,63.3%,22.5,617,1.22,0.4,0.27,0.06,-344,-9,-62,10.7%,0%,1,4
Slayder,,ADC,27,51.9%,5.8,6.7,2,4.7,10,490,70.4%,25.7,714,0.95,0.36,0.25,0.09,331,12,343,25.9%,0%,1,2
Slayer,,ADC,86,27.9%,2.4,3.7,3.1,3.8,9.4,423,64.2%,30.6,760,1,0.35,0.31,0.05,-320,1,12,20.9%,9.3%,0,22
Slowz,,ADC,55,32.7%,2.5,3.8,3.3,4.3,9.1,422,64.7%,25.6,606,1.17,0.38,0.38,0.17,-222,-4,-48,14.5%,9.1%,0,11
Slyv3r,,ADC,29,48.3%,3.9,3.4,2.7,7,7.7,395,66%,23.2,617,0.96,0.41,0.15,0.15,-75,-3,-35,13.8%,10.3%,0,1
Sm0oZi,,ADC,14,21.4%,2.4,2.4,2.4,3.2,8.8,390,58.5%,21.6,445,0.92,0.34,0.21,0.11,-458,-7,-187,14.3%,7.1%,0,2
Smash,,ADC,104,44.2%,3.4,3.5,2.5,5.1,9.4,433,67.4%,27.7,628,1.32,0.51,0.37,0.16,271,5,-252,31.7%,6.7%,0,9
Snaker,,ADC,74,66.2%,5.3,5.7,2.4,6.8,8.5,452,70.5%,25.7,679,1.43,0.56,0.33,0.23,380,-2,0,31.1%,5.4%,2,12
SoIdier,,ADC,39,53.8%,4.9,5.3,2.3,6,8.7,443,65.5%,24.5,627,0.73,0.24,0.22,0,87,1,-68,25.6%,2.6%,0,14
Sonpy H,,ADC,11,18.2%,3.7,3.8,2,3.5,8.9,416,64.4%,26.7,576,1,0.34,0.21,0.12,70,8,-194,18.2%,0%,0,-
Space,,ADC,12,33.3%,2.4,3.3,3.8,5.5,8.3,419,59.5%,21,524,0.78,0.28,0.17,0.01,-157,0,-170,8.3%,16.7%,0,2
Spawn,,ADC,62,41.9%,5.6,4.2,1.8,6,8.7,419,63%,24.3,645,1.27,0.53,0.29,0.17,41,-3,35,17.7%,3.2%,0,8
Ssol,,ADC,42,35.7%,3,3.7,2.9,5,8.3,421,69%,29.4,703,1.51,0.46,0.46,0.11,-289,-6,-118,26.2%,9.5%,0,11
Staff1,,ADC,4,75%,6.3,3,1.5,6.5,9.8,444,59.1%,25.5,761,0.96,0.37,0.25,0.07,-353,0,228,25%,0%,0,-
Starry,,ADC,41,41.5%,3.5,3.9,2.7,5.4,9.6,431,71.5%,28.8,697,1.26,0.45,0.37,0.16,-117,-,-,-,-,-,-
Stay,,ADC,25,56%,3.4,3.2,2.4,4.7,8.7,423,65.3%,27.3,684,-,-,-,-,-,-,-,-,-,-,-
Strode,,ADC,67,74.6%,5.5,5.4,1.9,5,9.8,477,65.5%,27.7,695,0.96,0.33,0.26,0.08,579,8,326,23.9%,13.4%,0,14
Sty1e,,ADC,57,38.6%,3,4.1,3.4,5.9,8.4,418,66.6%,26.1,697,1.72,0.61,0.5,0.18,-281,-10,-138,29.8%,14%,0,2
Styx,,ADC,27,55.6%,4.1,4.7,2.9,7,8,416,63.7%,24.5,687,01.05,0.38,0.22,0.15,-255,-7,-89,3.7%,11.1%,0,4
Subbex,,ADC,31,71%,5.1,4.9,2.4,7.3,8.3,428,66.3%,22.5,601,1.12,0.38,0.29,0.08,59,1,-88,25.8%,6.5%,0,6
Supa,,ADC,77,45.5%,4,4.9,2.6,5.5,8.9,439,71.2%,29.5,709,1.17,0.35,0.36,0.08,262,-3,-80,32.5%,5.2%,2,8
SuperSaiyan,,ADC,10,20%,2.2,5.2,4.2,4,7.3,406,73.5%,28.8,642,0.79,0.28,0.22,0.01,101,-5,-222,20%,20%,0,1
Syzyfek,,ADC,55,47.3%,3.7,4.9,3.1,6.8,8.5,429,74.6%,28.9,710,1.19,0.39,0.32,0.14,-111,-4,-37,32.7%,12.7%,0,7
T1en,,ADC,2,50%,4.5,2,1,2.5,9.8,423,36%,31.3,494,-,-,-,-,-,-,-,-,-,-,-
TLamp,,ADC,27,25.9%,2.2,4,3.9,4.6,8.5,414,67.1%,29.7,683,1.21,0.44,0.27,0.15,331,6,29,22.2%,14.8%,0,3
TMuKK,,ADC,1,100%,13,6,1,7,10.7,511,46.4%,21.3,621,01.09,0.36,0.22,0.06,1509,15,132,0%,0%,0,-
Taara,,ADC,14,0%,1.3,1.8,3.1,2.1,8.3,369,54.4%,27.9,572,1.12,0.5,0.2,0.13,-255,9,-29,14.3%,7.1%,0,-
Tactical,,ADC,29,24.1%,3.5,3.3,2,3.6,9.1,408,71.5%,27,601,1.17,0.44,0.35,0.14,-57,-3,-72,13.8%,3.4%,0,3
Taeyoon,,ADC,80,41.3%,2.9,3.7,2.8,4.6,8.8,420,63.4%,28,696,1.72,0.63,0.5,0.17,45,3,29,18.8%,10%,0,8
TakeSet,,ADC,37,45.9%,4.4,5,2.4,5.5,9.4,449,75.1%,29.7,687,1.27,0.4,0.34,0.1,29,6,244,27%,13.5%,0,5
Taki,,ADC,9,33.3%,2.2,3,3.2,4.2,6.6,376,63%,25.4,623,02.01,0.83,0.48,0.2,-438,-15,-286,44.4%,0%,0,2
Tazaku,,ADC,36,41.7%,3.6,4.7,3,6.2,8.9,440,75.6%,28.7,671,1.14,0.45,0.25,0.13,-310,-7,-119,41.7%,5.6%,0,6
Teddy,,ADC,81,25.9%,2.9,3.1,2.3,3.4,9.2,410,72.4%,30.6,662,1.46,0.55,0.41,0.13,6,7,26,23.5%,7.4%,0,8
Tenacity,,ADC,2,0%,3.8,5.5,2.5,4,10.5,477,70.6%,33.7,918,1.14,0.38,0.39,0.07,331,6,531,0%,0%,0,1
Thesnake,,ADC,31,32.3%,3,3,2.8,5.4,7.8,393,73.3%,25.2,555,-,-,-,-,-,-,-,-,-,-,-
Tide,,ADC,42,54.8%,3.3,4.3,3.2,6.1,6.8,405,64.4%,23.5,681,1.58,0.67,0.39,0.16,-47,-13,-258,16.7%,14.3%,0,5
Titan,,ADC,72,65.3%,4.9,5.7,2.5,6.3,9.5,457,73%,28.4,735,1.38,0.5,0.36,0.2,331,3,64,40.3%,4.2%,0,5
Tomo,,ADC,58,48.3%,4.3,4,2.2,5.6,9,426,71.2%,29.3,716,1.16,0.42,0.32,0.13,157,5,226,36.2%,8.6%,2,1
ToongE,,ADC,24,66.7%,4.6,6,2.6,6.2,9.6,493,68%,26.1,804,01.08,0.38,0.3,0.1,1117,15,487,33.3%,8.3%,1,5
Trigger,,ADC,40,52.5%,4,4.5,2.6,6,9.4,449,70.3%,26.7,709,1.44,0.46,0.43,0.12,124,6,229,17.5%,5%,0,10
Trigo,,ADC,51,39.2%,2.8,3.8,2.9,4.3,8.5,404,65.7%,23.6,548,1.5,0.53,0.41,0.18,-426,-11,-359,21.6%,7.8%,1,3
Tyrone,,ADC,32,40.6%,4.8,4.5,2,5,8.6,427,65%,23.2,571,0.86,0.32,0.24,0.04,121,-3,-26,25%,3.1%,0,3
UNF0RGIVEN,,ADC,41,63.4%,6.5,4.6,1.4,4.7,10.4,471,57%,24.1,650,01.02,0.34,0.31,0.04,73,3,33,14.6%,2.4%,0,9
Unchainedd,,ADC,14,0%,0.7,1.1,3.9,1.8,7.5,331,46.7%,20.1,345,0.49,0.26,0.12,0.02,-1209,-24,-728,7.1%,14.3%,0,1
Unkn0wn5,,ADC,34,58.8%,3.3,4.1,2.9,5.5,9.5,448,57.5%,28.4,694,0.92,0.3,0.26,0.04,-39,4,16,23.5%,20.6%,0,6
Upset,,ADC,39,35.9%,5.8,3.9,1.4,4.1,9.6,434,70.7%,28.2,617,1.25,0.5,0.34,0.12,-145,-3,-59,25.6%,2.6%,0,2
VENDRICK,,ADC,12,0%,1.3,2.3,3.9,2.8,8.2,369,52.7%,24.1,535,0.7,0.31,0.15,0.08,-1269,5,-651,8.3%,8.3%,0,1
Vaynedeta,,ADC,63,68.3%,6,6.1,2.2,7.3,9,470,70%,28.3,800,1.14,0.37,0.31,0.09,434,7,235,19%,9.5%,1,12
Vespa,,ADC,39,35.9%,2.6,5.1,4.1,5.6,8.8,433,66.5%,28.9,686,0.97,0.35,0.26,0.07,-483,-4,-249,28.2%,10.3%,0,7
Vinay,,ADC,1,0%,0.3,0,4,1,5.6,254,33.3%,5.5,127,-,-,-,-,-,-,-,-,-,-,-
Violet,,ADC,60,65%,4.5,4.8,2.4,6.2,8.6,440,64.1%,27.1,747,0.98,0.36,0.24,0.07,351,15,255,25%,8.3%,2,10
Violetta,,ADC,5,20%,2.1,2.2,4.4,7.2,6.8,376,58.6%,23,675,1.33,0.49,0.27,0.12,-659,-8,-564,0%,0%,0,2
