Player,Country,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Viper,,ADC,112,69.6%,6.8,4.6,1.5,5.9,9.6,450,71.7%,30.5,750,1.65,0.59,0.46,0.16,248,4,54,22.3%,8%,0,13
Virtue,,ADC,1,0%,0.6,1,5,2,7.7,318,33.3%,23.3,432,0.47,0.39,0,0.13,-1654,-26,-430,100%,0%,0,-
VirusFx,,ADC,50,38%,2.9,3.3,2.7,4.7,8.6,405,64%,23.4,514,1.27,0.52,0.3,0.2,-266,0,-128,24%,8%,0,3
Vital,,ADC,58,56.9%,4,4.9,2.4,4.8,9.8,461,70.8%,31.7,744,1.57,0.54,0.5,0.11,102,1,29,27.6%,6.9%,3,8
Vzz,,ADC,66,74.2%,5.7,6.9,2.4,6.9,9.2,484,67.9%,28,813,1.12,0.39,0.28,0.1,706,19,457,42.4%,1.5%,1,20
Wako,,ADC,64,57.8%,5.1,4,1.9,5.5,9.4,440,69.3%,29.1,774,1.3,0.45,0.37,0.14,345,6,259,28.1%,1.6%,0,6
Wayne,,ADC,62,67.7%,6.9,4,1.5,6.8,8.8,428,67.6%,22.6,613,1.14,0.45,0.27,0.12,-171,-8,-442,19.4%,4.8%,0,2
Whitelotus,,ADC,9,22.2%,1.3,1.7,2.6,1.7,9.3,389,41.2%,24.5,434,1.62,0.65,0.39,0.17,-89,-5,-243,11.1%,0%,0,-
WildTurtle,,ADC,2,0%,1.5,3.5,3,1,8.8,410,67.5%,30.1,643,2.1,0.82,0.48,0.03,822,45,1080,0%,0%,0,1
Wixxi,,ADC,46,41.3%,3.5,4.3,2.6,4.6,9,425,70.9%,28.3,684,1.15,0.4,0.3,0.11,1,3,-57,30.4%,6.5%,1,5
Woolite,,ADC,51,56.9%,3.3,4,2.9,5.6,8.4,421,65.9%,26.6,700,1.22,0.45,0.32,0.1,-380,-10,-278,25.5%,5.9%,0,7
Worst,,ADC,48,62.5%,5.3,4.2,2.1,6.9,8.7,431,68%,26.3,624,0.86,0.37,0.17,0.1,145,7,323,37.5%,6.3%,0,7
Xavian,,ADC,18,44.4%,4.8,4.2,2.6,8.1,7.3,407,75.1%,30.3,721,01.03,0.41,0.2,0.09,-45,-17,-152,38.9%,5.6%,0,1
Xay,,ADC,13,61.5%,4.2,7.3,3.2,6.3,9.3,485,70.2%,32.9,876,1.17,0.36,0.34,0.07,-510,-19,-230,15.4%,0%,1,5
Xelar,,ADC,14,28.6%,3.5,3.2,2,3.7,8.9,414,59.8%,22,536,0.87,0.34,0.21,0.08,-32,2,99,42.9%,0%,0,1
Xicor,,ADC,36,41.7%,4,6,2.8,5,9.6,474,76.3%,30.8,777,1.26,0.41,0.34,0.09,308,6,302,19.4%,0%,2,5
Yakkey,,ADC,35,45.7%,4.9,5,2,5,9.6,447,65.9%,27.5,637,1.15,0.4,0.3,0.11,206,14,128,25.7%,5.7%,0,7
Yashiro,,ADC,51,64.7%,4.1,6.7,3,5.6,8.4,468,63.7%,25.6,755,0.95,0.35,0.22,0.09,267,3,82,37.3%,7.8%,0,15
Yeon,,ADC,78,62.8%,5.1,4.8,2.1,5.7,9,439,66.7%,28.1,748,1.25,0.43,0.34,0.2,360,14,402,24.4%,3.8%,1,8
Yoangi,,ADC,4,0%,1.2,2.3,3.5,2,9.5,402,57.5%,25.4,530,0.93,0.34,0.31,0.06,-254,-3,-222,0%,0%,0,-
Yojin,,ADC,2,0%,1,1,4,3,8.7,369,60.2%,22.6,458,0.91,0.23,0.43,0.08,-582,-4,-549,0%,50%,0,-
Yuhi,,ADC,55,36.4%,3.2,3.4,2.8,5.6,8.1,403,66.8%,24.3,558,1.43,0.52,0.37,0.16,-114,-1,-45,29.1%,10.9%,0,-
Yutapon,,ADC,81,69.1%,6.4,4.6,1.9,7.4,8.2,446,70.2%,26,710,1.27,0.39,0.38,0.07,502,4,339,33.3%,4.9%,1,7
Zamulek,,ADC,61,62.3%,6.4,5,1.7,5.7,9.1,449,66.1%,28.9,730,1.34,0.5,0.3,0.13,383,10,245,23%,6.6%,0,8
Zven,,ADC,30,43.3%,3.8,3.9,2.4,5,9.1,422,73.8%,28.8,719,1.27,0.46,0.32,0.08,-72,5,-133,16.7%,6.7%,0,4
aaron,,ADC,51,39.2%,3.3,5.1,3.4,6,8.2,425,70.8%,23.7,634,01.09,0.48,0.23,0.08,-280,-5,-379,11.8%,3.9%,0,6
aikawa,,ADC,57,54.4%,6.1,4.3,1.7,6.2,9.2,436,71.9%,27.5,705,1.41,0.51,0.29,0.19,-80,0,18,31.6%,5.3%,0,3
ardaffler,,ADC,14,35.7%,3.6,4.1,2.4,4.5,9.2,436,69%,25.7,608,01.05,0.44,0.26,0.14,-245,-3,-103,21.4%,7.1%,0,1
bbeNj,,ADC,23,39.1%,4.5,4.7,2.2,5.2,9.4,437,69.3%,27.3,591,1.23,0.43,0.32,0.08,88,15,225,26.1%,8.7%,1,1
brTT,,ADC,18,11.1%,2.8,2.3,2.3,4.1,9.2,401,59.1%,21.3,418,01.05,0.36,0.27,0.1,43,4,124,11.1%,0%,0,2
carium,,ADC,2,0%,1.2,1,4.5,4.5,9.6,407,37.1%,20,524,0.88,0.32,0.25,0.05,-206,7,-46,0%,0%,0,-
curty,,ADC,1,0%,1,1,2,1,8.8,364,40%,25.8,510,0.58,0.25,0.12,0.04,73,-5,-123,100%,0%,0,-
cyraXx,,ADC,21,42.9%,3.8,5.7,2.7,4.7,8.9,440,68.4%,25.9,697,1.25,0.46,0.3,0.12,445,8,289,28.6%,9.5%,0,-
deokdam,,ADC,90,48.9%,3.7,3.4,2.7,6.4,8,406,69.6%,25.6,623,01.07,0.39,0.34,0.07,-18,-,-,-,-,-,-
edru,,ADC,5,20%,3.4,2,1.6,3.4,9.3,394,67%,28.8,464,0.63,0.22,0.31,0.01,395,10,358,40%,20%,0,-
goldento4st,,ADC,48,54.2%,5,5.2,2.5,7.3,8.9,441,68.7%,26,702,1.23,0.43,0.34,0.15,32,5,123,29.2%,6.3%,1,8
gunkrab,,ADC,14,21.4%,1.7,2.6,5,5.7,6.5,366,52.6%,20,507,0.93,0.41,0.16,0.03,-1653,-31,-662,7.1%,7.1%,0,1
huanfeng,,ADC,31,22.6%,4.3,3,1.7,4.3,9.5,412,71.2%,28.6,654,1.27,0.47,0.35,0.15,-570,-,-,-,-,-,-
huangtiandi,,ADC,4,25%,1.3,2.3,3.8,2.5,9.1,388,42.1%,22.7,403,-,-,-,-,-,-,-,-,-,-,-
jinjo,,ADC,29,58.6%,6.6,5,1.7,6.2,9.2,453,64.7%,26.4,670,1.21,0.43,0.32,0.11,210,2,13,17.2%,3.4%,0,3
k1ng,,ADC,30,53.3%,4.6,5.5,2.7,6.8,8.7,445,73.7%,25.2,640,1.15,0.4,0.3,0.07,-361,-16,-436,20%,3.3%,0,6
kksh,,ADC,23,56.5%,5.8,3.7,1.7,6.3,9,421,69.2%,23.5,546,1.31,0.45,0.29,0.17,-87,0,-107,30.4%,0%,0,2
koubee,,ADC,1,100%,10,3,1,7,8.3,431,66.7%,22.1,506,0.44,0.25,0.09,0,-348,-4,245,0%,0%,0,-
leemas,,ADC,65,73.8%,5.3,5.9,2.5,7.3,8.7,482,64.8%,26.2,801,1.18,0.4,0.31,0.09,631,1,325,23.1%,3.1%,1,26
lethe,,ADC,3,33.3%,3.7,6,4.3,10,7.7,416,81.6%,25.9,735,-,-,-,-,-,-,-,-,-,-,-
looki,,ADC,39,33.3%,3.1,4.3,2.7,4.3,8.4,419,60%,26.3,672,0.84,0.32,0.2,0.08,-319,0,9,17.9%,7.7%,0,11
me,,ADC,3,0%,0.8,2,6.3,3,7.3,354,59.6%,25.4,530,-,-,-,-,-,-,-,-,-,-,-
mean,,ADC,23,60.9%,3.7,3.3,2.1,4.7,8.9,419,59.6%,20.6,509,01.01,0.38,0.21,0.11,-56,-4,11,39.1%,0%,0,5
meiko,,ADC,2,50%,3.8,1.5,2.5,8,6,332,54.3%,9,256,-,-,-,-,-,-,-,-,-,-,-
micaO,,ADC,34,29.4%,2,2.4,3.1,3.9,7.9,374,59.4%,23.4,469,1.19,0.48,0.3,0.1,-680,-14,-336,14.7%,14.7%,0,1
mihai,,ADC,43,39.5%,4.9,3.1,1.9,6.2,7.8,401,64.1%,23.1,544,1.39,0.52,0.29,0.15,-254,-10,-275,34.9%,0%,0,5
minghai,,ADC,1,0%,1.3,2,7,7,5.6,365,75%,17,372,-,-,-,-,-,-,-,-,-,-,-
mirza,,ADC,10,50%,4.5,4.5,2.8,8.2,7.2,408,73.4%,25.2,630,0.88,0.33,0.17,0.12,201,8,211,10%,0%,0,2
mumek,,ADC,10,40%,5.4,4.4,1.9,5.8,8.5,409,72.4%,28.5,663,0.95,0.33,0.25,0.08,-176,0,-130,10%,10%,0,2
noz2k,,ADC,51,62.7%,5.3,4.1,2.3,7.7,8,421,67.8%,24,628,1.18,0.41,0.28,0.11,-305,-6,-5,11.8%,9.8%,1,5
odi11,,ADC,35,65.7%,5.5,5.3,2.1,6.3,9,460,74.1%,28.5,705,0.97,0.35,0.21,0.1,319,8,342,14.3%,5.7%,0,10
sajed,,ADC,71,69%,6,5.4,2,6.6,9.2,452,66.2%,24.6,688,0.96,0.3,0.28,0.05,54,2,121,22.5%,7%,2,8
seov,,ADC,4,0%,1.3,2.3,5,4,7.7,354,60.4%,26.1,614,0.96,0.38,0.16,0.11,-488,18,230,25%,0%,0,-
silkysmath,,ADC,30,50%,3,3.6,3.1,5.6,8.6,417,58.3%,25.8,639,0.58,0.27,0.15,0.04,-44,-2,-86,30%,3.3%,0,4
tirci,,ADC,10,0%,1.5,2.8,3.8,2.8,8.7,379,71.4%,26,463,0.81,0.31,0.2,0.09,8,10,92,0%,10%,0,4
tuokaZ,,ADC,42,66.7%,3.9,6.2,3,5.6,8.7,471,64.1%,29.2,744,01.09,0.36,0.27,0.09,551,3,162,11.9%,7.1%,1,8
wittman,,ADC,17,41.2%,4.3,4.7,2.5,5.9,8.4,415,66.1%,27.5,643,01.06,0.4,0.24,0.08,-363,-14,-142,35.3%,5.9%,1,1
xDrop,,ADC,14,28.6%,3.3,4.6,3.1,5.9,9.8,458,67.5%,30.7,781,0.99,0.37,0.22,0.04,-272,1,9,21.4%,28.6%,0,2
xHikama,,ADC,2,0%,0.8,0.5,3,2,7.3,344,55%,14.7,219,0.87,0.38,0.18,0.21,-2404,-52,-1252,0%,0%,0,-
xiaoyueji,,ADC,3,66.7%,3.3,3.7,3,6.3,9,434,71.6%,19,370,-,-,-,-,-,-,-,-,-,-,-
xmatty,,ADC,69,62.3%,6.7,5.6,1.7,5.5,9.5,461,68.2%,29.5,759,0.94,0.33,0.26,0.06,510,13,158,21.7%,2.9%,0,16
