Player,Country,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Summit,,JUNGLE,1,0%,0.8,0,4,3,6.4,302,75%,32.9,781,0.94,0.2,0.27,0.16,-877,-7,-1156,0%,0%,0,-
Swip3rR,,JUNGLE,30,53.3%,2.8,1.4,4,10.1,4.9,315,69.1%,10.6,260,1.16,0.25,0.24,0.25,-645,-12,-497,40%,16.7%,0,1
Syjin,,JUNGLE,1,0%,0.9,1,7,5,4.5,290,85.7%,17.2,322,0.85,0.34,0.17,0.26,-1494,-57,-2172,0%,0%,0,-
Sylvie,,JUNGLE,84,32.1%,2.4,1.6,2.9,5.5,5.7,318,72%,14.1,317,1.63,0.45,0.4,0.39,-170,-6,-176,33.3%,6%,0,6
Tak2,,JUNGLE,2,0%,0.7,1,6,3,5.8,302,20%,18,413,01.01,0.12,0.29,0.07,-654,-12,-748,0%,100%,0,-
Tarzan,,JUNGLE,65,49.2%,3.8,2.2,2.5,7.4,6.4,351,71.5%,20.6,517,1.69,0.53,0.36,0.3,30,-,-,-,-,-,-
Tatu,,JUNGLE,72,73.6%,5.5,2.9,2.4,10.4,6,360,74.7%,16,430,1.5,0.36,0.36,0.32,157,4,242,38.9%,12.5%,0,13
Techoteco,,JUNGLE,51,62.7%,3.9,4.5,3.2,8,7.1,405,71.6%,19.4,518,0.95,0.18,0.21,0.11,490,17,714,27.5%,11.8%,0,8
Thallnoss,,JUNGLE,5,0%,1.3,2.6,4.8,3.8,5.4,326,69%,13.3,299,1.16,0.26,0.24,0.19,-233,-13,-274,40%,0%,0,-
ThayT,,JUNGLE,39,59%,4,1.7,2.5,8.5,5.4,321,70.5%,13.2,301,1.65,0.48,0.41,0.36,-195,-3,-139,38.5%,17.9%,0,4
Thayger,,JUNGLE,83,53%,3.3,2.4,3.5,9.4,6.2,351,67.7%,15.6,411,1.5,0.29,0.4,0.24,-76,1,43,38.6%,6%,0,6
TheDiff,,JUNGLE,5,0%,1.3,2.8,5,3.8,5.6,334,74.1%,19.4,348,0.9,0.13,0.23,0.13,-909,-14,-997,0%,20%,0,3
Theocacs,,JUNGLE,36,58.3%,3.6,2.3,3.4,9.8,5.6,346,76.6%,15.2,417,1.32,0.35,0.25,0.26,-374,-13,-381,33.3%,8.3%,0,3
Tian,,JUNGLE,131,69.5%,4.9,2.8,2.2,7.9,6.5,369,69.9%,14.7,395,1.81,0.54,0.46,0.26,99,-24,-789,1.5%,0.8%,0,1
Tianzhen,,JUNGLE,38,60.5%,2.6,1.9,3.7,7.9,5.8,332,70%,12.6,302,1.69,0.54,0.36,0.38,-219,-,-,-,-,-,-
Time,,JUNGLE,42,76.2%,5.4,4.3,2.5,9.1,7.2,403,75.5%,22,623,1.28,0.25,0.26,0.23,403,14,675,31%,19%,0,8
Tomio,,JUNGLE,6,0%,1.1,0.3,2.7,2.7,6.1,301,72.2%,19.6,359,1.43,0.26,0.41,0.19,-286,-6,-422,0%,33.3%,0,-
Tomrio,,JUNGLE,10,60%,5.4,3.1,2.3,9.3,6,362,70.9%,15.6,440,1.76,0.54,0.4,0.33,33,5,235,10%,10%,0,2
Toye,,JUNGLE,87,27.6%,2.1,1.8,3.6,5.7,5.6,321,65.4%,13.2,330,1.62,0.38,0.43,0.3,-273,-2,-300,28.7%,8%,0,5
Tsubasa Jr,,JUNGLE,9,44.4%,2.4,2.4,4,7.3,5.5,327,71.1%,15.3,351,01.07,0.15,0.32,0.1,-537,-9,-432,44.4%,11.1%,0,2
Tumay,,JUNGLE,12,0%,1,1.3,4.7,3.6,4.9,285,66.8%,15.2,279,1.19,0.39,0.25,0.29,-664,-8,-271,33.3%,8.3%,0,1
TynX,,JUNGLE,36,27.8%,2.5,2.4,3.7,6.7,6,336,73.7%,17,401,1.44,0.28,0.37,0.22,-86,3,23,22.2%,8.3%,0,3
Typhoon,,JUNGLE,36,41.7%,3,3,3.2,6.6,6,343,66.1%,15.7,378,1.45,0.3,0.35,0.22,59,-1,-104,19.4%,8.3%,0,6
Uciu,,JUNGLE,3,0%,1.7,3,3.3,2.7,4.9,312,74.3%,14.7,298,1.3,0.35,0.23,0.37,-213,-8,-47,33.3%,0%,0,-
UmTi,,JUNGLE,78,62.8%,3.9,2,2.8,8.8,5.7,337,71.1%,14.3,376,1.65,0.43,0.38,0.33,-132,-8,-277,30.8%,7.7%,1,3
Velja,,JUNGLE,6,16.7%,1.6,1,3.8,5.2,6.3,325,66.5%,15.5,315,1.63,0.42,0.46,0.24,-566,10,153,16.7%,16.7%,0,-
Veyytix,,JUNGLE,1,0%,3.5,1,2,6,6.3,330,77.8%,18.1,393,1.1,0.17,0.25,0.21,-1410,-34,-2197,100%,0%,0,-
Viking,,JUNGLE,16,37.5%,2.2,1.3,3.9,7.1,5.1,304,67.1%,12.4,255,1.17,0.31,0.25,0.2,-481,-14,-472,43.8%,6.3%,0,-
Vincenzo,,JUNGLE,4,25%,2.7,0.8,2.8,6.8,5.8,307,68.6%,13,339,02.06,0.68,0.48,0.38,-242,-8,-185,25%,0%,0,-
Vinchi,,JUNGLE,38,44.7%,3.7,3.2,2.7,6.7,5.8,342,66.4%,14.6,342,1.15,0.34,0.2,0.22,-205,-7,-104,18.4%,15.8%,0,3
Vinicete,,JUNGLE,12,58.3%,2.6,0.6,4.3,10.6,4.4,294,76.6%,10.8,238,1.25,0.31,0.29,0.3,-423,-11,-394,25%,25%,0,-
Wei,,JUNGLE,80,47.5%,3.2,2.2,2.8,6.9,5.7,337,70.8%,16.5,397,1.71,0.56,0.37,0.31,-103,-,-,-,-,-,-
WeiWei,,JUNGLE,97,54.6%,4,2,2.4,7.4,6.2,345,70.5%,15.7,372,1.74,0.46,0.43,0.3,-130,-,-,-,-,-,-
White,,JUNGLE,62,45.2%,3.3,1.8,3.2,8.8,5.1,313,72%,12.3,299,1.41,0.36,0.32,0.32,-92,-2,-99,45.2%,14.5%,0,2
Whynot,,JUNGLE,25,72%,3.5,3.8,3.3,7.8,5.8,367,68.1%,16.5,440,1.45,0.37,0.27,0.25,206,1,25,28%,12%,0,6
Will,,JUNGLE,22,18.2%,2.2,3.4,3.7,5,5.7,340,68.1%,16.9,378,1.18,0.35,0.2,0.26,-55,-8,-183,27.3%,4.5%,0,4
Willer,,JUNGLE,93,45.2%,3.9,2.9,2.3,6.1,6.7,360,70.8%,16.2,389,1.82,0.49,0.47,0.41,227,8,343,30.1%,5.4%,0,11
Wilson,,JUNGLE,2,0%,0.9,1.5,5,3,5.5,301,69%,18,361,1.18,0.34,0.27,0.16,-2066,-52,-2870,50%,0%,0,-
Wiz,,JUNGLE,35,51.4%,3.8,2.8,2.7,7.5,6.1,347,74.9%,15.1,414,1.72,0.46,0.42,0.28,183,1,74,54.3%,2.9%,0,4
Woldjo,,JUNGLE,14,21.4%,1.9,2.9,3.7,4.2,6.2,352,77.3%,19.9,447,0.86,0.18,0.23,0.08,-8,1,144,42.9%,7.1%,0,1
Wonka,,JUNGLE,26,61.5%,4.4,2.6,2.7,9.3,5.7,348,80.1%,16.2,380,1.41,0.34,0.34,0.3,34,-4,-97,50%,0%,0,5
XBY,,JUNGLE,4,0%,0.9,0.8,4.5,3.3,5.1,297,76.7%,15.8,280,1.35,0.49,0.29,0.25,-330,-,-,-,-,-,-
XUN,,JUNGLE,106,71.7%,4.7,3.3,2.4,7.8,6.4,371,67.4%,15.3,408,1.5,0.27,0.43,0.19,201,0,-756,0.9%,0%,0,-
XZZ,,JUNGLE,2,100%,2.2,3,4.5,7,4.5,307,60%,9.3,241,1.34,0.42,0.26,0.34,-1196,-,-,-,-,-,-
Xagog,,JUNGLE,52,57.7%,3,3.7,4.1,8.6,5.8,372,68.4%,18.7,520,01.04,0.28,0.32,0.23,144,0,-45,21.2%,15.4%,0,10
Xeonerr,,JUNGLE,38,52.6%,3.7,3,3.2,8.6,5.8,353,72.8%,17.9,513,1.31,0.27,0.34,0.24,276,4,98,47.4%,7.9%,0,3
Xerxe,,JUNGLE,76,69.7%,6.3,2.7,2,9.8,6.1,358,75.9%,15.8,416,1.4,0.28,0.3,0.21,219,5,253,39.5%,1.3%,0,4
Xiaohao,,JUNGLE,86,51.2%,4.1,2.9,2.4,7.1,5.9,343,76.8%,14.8,343,1.75,0.45,0.42,0.27,-243,-,-,-,-,-,-
XnS,,JUNGLE,46,45.7%,4.4,3.3,2.5,7.6,6.8,378,72.4%,24.9,601,1.35,0.25,0.35,0.18,256,12,405,37%,10.9%,0,4
Yampi,,JUNGLE,36,30.6%,2.2,1.8,3.6,6.3,5.3,312,69%,15,345,1.41,0.34,0.32,0.27,-121,-2,-84,19.4%,13.9%,0,4
Yanjee,,JUNGLE,31,38.7%,2.7,3.3,3.8,6.8,6.2,358,74.1%,16.2,402,1.32,0.3,0.33,0.16,-239,-1,-224,25.8%,3.2%,0,4
Yanxiang,,JUNGLE,15,33.3%,2.8,1.8,2.9,6.1,6.2,336,79.1%,19.1,448,1.57,0.49,0.35,0.3,-162,-,-,-,-,-,-
Yike,,JUNGLE,107,71%,4.8,2.9,2.5,9.1,6.2,368,73.5%,16.6,442,1.48,0.36,0.32,0.25,80,1,62,27.1%,4.7%,1,11
Yohan1,,JUNGLE,43,48.8%,4.2,4.3,2.8,7.5,6.7,385,76.5%,17.9,428,1.35,0.34,0.31,0.25,254,1,126,51.2%,16.3%,0,9
Youdang,,JUNGLE,2,0%,1.9,2,3.5,4.5,5.6,329,71.2%,13.6,322,-,-,-,-,-,-,-,-,-,-,-
YoungJae,,JUNGLE,35,14.3%,3.2,2,2.4,5.9,6.3,331,75%,19,426,1.81,0.58,0.41,0.38,-288,-7,-306,31.4%,5.7%,0,2
Yukino,,JUNGLE,31,41.9%,3.7,2.6,2.9,8.1,6,340,68.9%,18.7,477,1.2,0.28,0.29,0.24,-40,-4,-231,41.9%,3.2%,0,3
Yusah,,JUNGLE,34,47.1%,3.9,2.6,2.8,8.3,6,341,69%,15.8,400,1.35,0.37,0.31,0.31,-173,-4,-49,35.3%,8.8%,0,2
Yuta,,JUNGLE,8,37.5%,3.3,4.4,3.9,8.5,6.3,377,71.2%,21,522,1.49,0.32,0.38,0.2,321,3,56,50%,12.5%,0,3
Yuuji,,JUNGLE,72,72.2%,5.4,3.3,2.3,9,6.8,381,71.9%,17.6,508,1.35,0.31,0.3,0.22,275,8,360,33.3%,6.9%,0,17
Zanzarah,,JUNGLE,83,66.3%,3.4,2,3.3,9.2,5.1,326,68.7%,12.5,339,1.37,0.38,0.28,0.29,-92,-8,-151,38.6%,10.8%,0,9
Zapdo,,JUNGLE,24,41.7%,2.9,2.9,4,8.7,5.5,339,73%,13.9,362,1.32,0.35,0.24,0.32,95,-2,2,16.7%,20.8%,0,3
Zeiss,,JUNGLE,2,0%,1.3,1.5,4.5,4.5,4.7,305,58.5%,17.1,325,0.94,0.28,0.17,0.11,-706,-20,-589,0%,0%,0,1
Zephyr,,JUNGLE,42,35.7%,2.5,2.1,3.4,6.5,6,337,70.6%,16.4,439,1.58,0.45,0.37,0.34,-178,-2,3,23.8%,9.5%,0,2
Zicssi,,JUNGLE,45,42.2%,2.3,2.5,4,6.6,6,344,68.4%,16,371,1.42,0.31,0.38,0.25,73,2,62,33.3%,11.1%,0,5
Zubac,,JUNGLE,38,47.4%,3.3,2.5,3.3,8.4,5.6,342,72.2%,15.4,381,01.01,0.14,0.26,0.16,21,-6,-36,42.1%,18.4%,0,6
anato,,JUNGLE,5,60%,8.5,3,1.2,7.2,6.1,358,78%,17.6,364,1.6,0.31,0.4,0.27,219,-11,-499,80%,0%,0,1
antik,,JUNGLE,12,25%,3.2,2.9,2.9,6.5,6.2,352,69.8%,19.5,416,1.17,0.26,0.26,0.26,-172,-7,-245,41.7%,0%,0,5
bicas,,JUNGLE,59,57.6%,3.5,2.6,2.9,7.4,6.5,360,59.9%,13.4,318,1.33,0.34,0.27,0.28,49,3,98,20.3%,5.1%,0,7
bluerzor,,JUNGLE,67,62.7%,4,2.3,2.6,8.2,5.8,345,68.2%,14.9,401,1.52,0.37,0.34,0.27,92,3,103,26.9%,11.9%,0,6
chef,,JUNGLE,88,56.8%,3.6,2.6,2.8,7.5,6.2,352,64.6%,16.4,432,1.28,0.29,0.3,0.2,-149,2,30,23.9%,10.2%,0,7
dan,,JUNGLE,67,74.6%,5.9,3.1,2.4,10.9,5.4,360,70%,14.1,400,1.33,0.32,0.29,0.28,14,-7,-217,46.3%,3%,0,9
de sidere,,JUNGLE,51,64.7%,4.3,2.9,3.1,10.3,5.2,350,69.3%,14.6,432,1.27,0.39,0.23,0.2,-120,-2,-40,37.3%,3.9%,0,8
denizzz,,JUNGLE,44,47.7%,3,3.3,3.8,8.1,5.9,352,68%,16,405,1.29,0.25,0.33,0.22,-137,-6,-254,36.4%,9.1%,0,11
dibu,,JUNGLE,32,37.5%,2.6,2.6,4.2,8.3,5.7,345,65.8%,15.9,409,1.34,0.42,0.25,0.24,-204,2,32,21.9%,9.4%,0,1
doom,,JUNGLE,34,44.1%,3.2,1.9,3.8,10.1,4.9,318,76.7%,14.7,389,1.33,0.35,0.3,0.29,-44,-9,-255,38.2%,14.7%,0,1
eXyu,,JUNGLE,75,50.7%,3.7,2.7,2.7,7.4,6.4,353,74.2%,16.3,426,1.47,0.3,0.36,0.23,135,5,235,44%,12%,0,5
eaRyz,,JUNGLE,14,42.9%,2.8,2.2,3.3,6.9,5.6,325,69.9%,15.7,352,1.34,0.36,0.29,0.33,216,8,381,35.7%,14.3%,0,-
enel1,,JUNGLE,19,21.1%,2.1,2.3,3.5,5.1,5.9,327,73.3%,15,312,1.56,0.37,0.44,0.28,-52,0,-91,26.3%,5.3%,0,1
evewin,,JUNGLE,2,100%,6.8,3.5,2,10,7.2,437,55.2%,21.6,704,01.07,0.33,0.09,0.15,1068,13,737,0%,0%,0,-
foreigner,,JUNGLE,42,50%,4.1,3,2.9,8.7,6.6,373,67.7%,17.3,474,1.28,0.29,0.25,0.26,267,6,322,35.7%,11.9%,0,5
froy,,JUNGLE,46,56.5%,4.2,4.3,3.1,8.8,7.2,404,73.1%,20.4,582,1.22,0.34,0.22,0.16,242,9,471,21.7%,4.3%,0,6
glfs,,JUNGLE,40,42.5%,3.5,2.9,2.9,7.3,6.5,358,76.3%,20,489,1.51,0.38,0.37,0.27,-189,-,-,-,-,-,-
interen,,JUNGLE,28,75%,4.7,3.3,2.5,8.6,6.1,371,70.8%,16.2,387,1.3,0.21,0.32,0.19,156,3,226,50%,10.7%,0,6
isac,,JUNGLE,27,29.6%,2.2,2.4,3.4,5.3,5.4,324,59.6%,12.3,251,01.02,0.22,0.16,0.15,-289,-11,-454,40.7%,3.7%,0,2
jokaa,,JUNGLE,60,55%,2.9,3.2,3.8,7.8,6.1,354,69.5%,20.2,530,1.14,0.25,0.25,0.17,49,5,174,28.3%,13.3%,0,11
kylin,,JUNGLE,11,36.4%,2.7,3.2,3.6,6.5,6.8,363,70.3%,15.7,361,1.2,0.29,0.26,0.23,458,15,648,36.4%,0%,0,1
leao1,,JUNGLE,14,42.9%,2.2,1.1,4.7,9.3,5.4,319,72.3%,15.3,398,1.21,0.21,0.28,0.17,-369,0,-114,35.7%,28.6%,0,-
luoyiyu,,JUNGLE,1,0%,1.3,2,7,7,4.3,341,75%,19.8,451,-,-,-,-,-,-,-,-,-,-,-
m0chi,,JUNGLE,10,40%,2.2,2.9,4.3,6.6,5.6,349,55.6%,19,510,1.13,0.39,0.2,0.28,-557,-13,-676,20%,10%,0,1
milkyway,,JUNGLE,85,49.4%,3.8,4,2.7,6.5,6.5,378,75.3%,18.4,459,1.43,0.28,0.41,0.22,-196,-,-,-,-,-,-
naiyou,,JUNGLE,49,32.7%,3,2.3,3,6.8,5.7,331,72.6%,14.2,313,-,-,-,-,-,-,-,-,-,-,-
nicolaiy,,JUNGLE,54,66.7%,4.5,4.6,3.1,9.1,6.7,392,70.5%,16.2,452,1.35,0.25,0.3,0.25,333,11,509,31.5%,9.3%,0,12
noname,,JUNGLE,49,38.8%,3,1.7,3.5,8.8,5.1,317,72.7%,13.1,329,1.28,0.3,0.31,0.27,-334,-10,-445,34.7%,8.2%,0,1
nox1,,JUNGLE,32,31.3%,1.8,2.8,5.4,7.1,5.5,344,63%,16.2,410,1.23,0.31,0.23,0.26,-288,-3,42,31.3%,9.4%,0,7
owlonsky,,JUNGLE,18,33.3%,3.4,2.4,3.3,8.9,5.3,328,77.1%,15.2,402,1.31,0.34,0.29,0.29,-174,-7,-272,27.8%,11.1%,0,2
phyro,,JUNGLE,1,0%,1.4,1,5,6,5.2,289,70%,10.8,268,01.06,0.31,0.34,0.28,-855,-6,73,0%,100%,0,-
randal,,JUNGLE,15,20%,2.2,1.8,4.7,8.4,5.7,322,78.1%,12.1,281,1.45,0.28,0.42,0.27,168,9,211,40%,13.3%,0,-
sarolu,,JUNGLE,41,70.7%,3.9,2.4,2.9,8.7,6.1,349,71.3%,15.3,400,2.16,0.61,0.57,0.37,-134,-4,-153,39%,12.2%,0,5
scary,,JUNGLE,50,64%,4.8,2.5,2.4,9,5.8,347,70.9%,14.8,358,1.66,0.43,0.41,0.31,138,0,113,56%,4%,0,2
tooshi,,JUNGLE,7,14.3%,2,1.9,3.4,4.9,6,329,80.9%,15.3,263,1.16,0.23,0.27,0.2,-115,-1,-2,42.9%,0%,0,-
van,,JUNGLE,22,36.4%,2.7,3.9,3.4,5.5,7,382,75%,23.7,599,1.56,0.44,0.39,0.27,2,6,-57,27.3%,4.5%,0,5
wewo,,JUNGLE,18,44.4%,3.4,3.6,3.3,7.7,5.9,359,67.3%,16.6,397,1.21,0.21,0.29,0.12,9,-2,-149,33.3%,5.6%,0,1
winnie,,JUNGLE,51,39.2%,2.4,2.9,4.8,8.5,6,354,73.6%,17.5,482,1.12,0.21,0.27,0.13,-243,0,51,25.5%,7.8%,0,4
xiaofang,,JUNGLE,58,39.7%,3.2,3.3,2.8,5.6,6.2,355,76.8%,16.2,368,1.6,0.46,0.39,0.29,-149,-,-,-,-,-,-
yones,,JUNGLE,8,0%,1.4,2.1,4.5,4.3,5.3,315,56%,15.5,328,0.93,0.16,0.23,0.14,-438,-9,-444,12.5%,12.5%,0,1
