Player,Country,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
113,,JUNGLE,60,66.7%,3.4,2.9,3.8,10.3,5.5,348,76.2%,16.3,477,1.25,0.28,0.3,0.25,138,-2,-56,36.7%,15%,0,6
4ever,,JUNGLE,2,50%,3.5,10,4,4,6.8,461,60.5%,31,835,0.84,0.32,0.08,0.19,554,2,51,50%,0%,0,3
665,,JUNGLE,78,53.8%,2.8,3.5,4.1,8.2,6,362,68.2%,16.2,488,1.47,0.44,0.34,0.29,17,1,23,33.3%,16.7%,0,12
958922,,JUNGLE,21,52.4%,2.9,2.1,4,9.5,5.8,343,75.2%,14.5,346,01.09,0.24,0.26,0.15,-118,1,-150,14.3%,9.5%,0,-
9God,,JUNGLE,2,0%,1.3,3,4.5,3,5.4,319,78.4%,18.1,360,1.22,0.3,0.22,0.38,366,2,133,0%,0%,0,-
AHaHaCiK,,JUNGLE,18,38.9%,2.6,2.4,3.9,7.8,4.9,313,72.3%,16.1,392,1.42,0.37,0.33,0.28,-495,-9,-501,27.8%,5.6%,0,3
AKi,,JUNGLE,100,50%,3.6,2.2,2.5,6.8,6,341,68.1%,13.3,339,1.47,0.42,0.32,0.2,-167,-,-,-,-,-,-
Abow,,JUNGLE,12,8.3%,1.7,3.1,4.3,4.3,5.7,338,71.3%,16.2,356,1.17,0.24,0.28,0.19,-406,-7,-434,16.7%,0%,0,3
Abyss,,JUNGLE,6,0%,1,1.7,4.5,2.7,5.9,317,62.1%,18.5,400,1.22,0.26,0.33,0.27,-465,-12,-578,50%,16.7%,0,-
Adii,,JUNGLE,51,56.9%,2.5,2.5,4.2,7.9,5.9,343,71.3%,15.9,412,1.45,0.37,0.33,0.29,-17,2,24,35.3%,17.6%,0,7
Aegis,,JUNGLE,64,60.9%,3.5,2.8,3.1,8.2,6,346,71.4%,15.6,378,1.21,0.3,0.27,0.22,143,2,193,40.6%,10.9%,0,3
Afroboi,,JUNGLE,55,45.5%,2.7,2.6,3.7,7.4,5.3,331,66.9%,13.4,330,1.25,0.21,0.31,0.19,-221,-2,-192,23.6%,10.9%,0,8
Aincardz,,JUNGLE,18,33.3%,2,2.2,4.2,6.3,5.4,318,72.6%,15.3,364,1.34,0.3,0.33,0.24,-292,-11,-420,44.4%,16.7%,0,2
Ajwad,,JUNGLE,9,44.4%,2.3,1.8,4,7.4,6.6,355,69.5%,12.6,276,1.23,0.15,0.37,0.11,189,11,329,33.3%,22.2%,0,2
Akabane,,JUNGLE,8,37.5%,3,2.8,3.1,6.8,5.4,326,72.5%,12.5,269,1.41,0.42,0.28,0.36,-85,3,89,25%,12.5%,0,-
Alba,,JUNGLE,16,50%,2.3,3.3,3.9,5.7,6.3,354,65.7%,17.6,396,1.15,0.15,0.35,0.07,-30,10,132,18.8%,18.8%,0,1
Alex234,,JUNGLE,25,20%,1.8,1.7,4.4,6.1,5.1,311,64.6%,12.7,288,1.19,0.29,0.25,0.25,-477,-6,-368,28%,4%,0,-
Ancrath,,JUNGLE,7,57.1%,3.5,3.3,3.1,7.9,5.9,343,73%,14.4,352,1.52,0.3,0.37,0.23,320,4,397,42.9%,14.3%,0,1
Anonymouss,,JUNGLE,41,58.5%,3.5,2.8,2.7,6.7,6,351,70.6%,15.1,369,1.41,0.35,0.32,0.39,141,6,145,36.6%,9.8%,0,-
Aras,,JUNGLE,6,66.7%,4,6.3,3.7,8.2,6.5,420,62.5%,26.2,777,0.95,0.28,0.12,0.15,-103,19,491,33.3%,0%,0,3
Armao,,JUNGLE,29,24.1%,2.5,1.4,2.7,5.1,5.8,315,70.1%,13.7,313,1.18,0.32,0.26,0.21,-80,-3,-148,34.5%,10.3%,0,2
Artun,,JUNGLE,21,52.4%,3.3,1.8,3.3,9.1,5.4,323,73.2%,11.3,259,1.6,0.2,0.22,0.16,-253,-7,-115,33.3%,0%,0,-
Balyy,,JUNGLE,41,51.2%,3.5,3.7,3.2,7.5,6.4,369,73.8%,20.4,509,1.23,0.2,0.32,0.19,278,5,254,24.4%,12.2%,0,8
Bambii,,JUNGLE,18,33.3%,2.3,2.5,3.8,6.5,5.8,345,68.1%,12.9,296,1.1,0.3,0.18,0.19,-95,-3,-275,27.8%,0%,0,2
Bananiasty,,JUNGLE,14,21.4%,2.1,1.2,4.3,7.7,4.7,301,69.8%,15,285,0.94,0.17,0.25,0.15,-904,-21,-717,21.4%,21.4%,0,2
Bartholdy,,JUNGLE,14,50%,2.8,2.7,4.1,9,5.5,329,65.3%,13.9,369,1.36,0.26,0.31,0.15,-316,-14,-399,14.3%,14.3%,0,1
BeanJ,,JUNGLE,28,60.7%,3,2.6,3.9,9.1,5.3,338,71.3%,13.7,319,1.54,0.5,0.34,0.41,209,-3,64,32.1%,3.6%,0,6
Beichuan,,JUNGLE,77,48.1%,3.4,2.8,2.9,7.2,6.8,370,76.2%,20,493,1.58,0.46,0.38,0.19,319,-,-,-,-,-,-
Belit,,JUNGLE,36,41.7%,3.4,2.6,3.1,8,5.5,335,73.3%,16.5,403,1.36,0.32,0.3,0.28,-24,-3,-171,44.4%,5.6%,0,2
Bitse,,JUNGLE,21,47.6%,3.8,3,2.6,7.1,6.2,359,66.8%,16.5,444,01.04,0.21,0.2,0.14,-43,-2,-39,42.9%,19%,0,4
Blaber,,JUNGLE,47,55.3%,3.5,2.4,2.6,6.8,6.6,352,75.6%,17.3,410,1.54,0.37,0.37,0.25,310,9,379,40.4%,4.3%,0,7
Blueboar,,JUNGLE,14,35.7%,2.5,1.9,4.4,9.4,4.9,311,85.4%,15.9,366,01.05,0.21,0.19,0.18,-503,-16,-662,28.6%,21.4%,0,-
Bo,,JUNGLE,18,22.2%,1.7,2.8,4.8,5.3,6.1,337,71.2%,17.8,384,1.33,0.33,0.35,0.3,88,7,255,38.9%,22.2%,0,1
Boby,,JUNGLE,1,100%,20,5,1,15,5.3,388,80%,15,469,1.38,0.51,0.18,0.44,-108,-16,-721,0%,100%,0,-
Boukada,,JUNGLE,78,53.8%,3.9,1.9,2.5,7.9,5.4,321,71.4%,15,389,1.33,0.32,0.29,0.22,-158,-5,-109,34.6%,10.3%,0,4
Brucs,,JUNGLE,14,21.4%,1.8,2.6,4.1,4.9,5.6,324,57.7%,13.6,296,01.08,0.13,0.29,0.13,-267,-6,-113,28.6%,7.1%,0,2
Bugi,,JUNGLE,24,37.5%,3.7,3.3,3,7.8,6.1,353,76.5%,19.4,490,1.62,0.48,0.36,0.25,-70,-10,-370,45.8%,4.2%,0,6
Cadde59A,,JUNGLE,13,38.5%,3.3,2.9,3.3,7.8,6.1,361,70.6%,15,355,1.19,0.3,0.28,0.27,-136,0,-1,15.4%,15.4%,0,2
Cadence,,JUNGLE,2,0%,1,2.5,5.5,3,5.3,341,78.9%,22,398,0.9,0.29,0.15,0.17,-1520,-22,-1457,0%,0%,0,-
Calisto,,JUNGLE,9,22.2%,2.6,0.9,3.3,7.8,5.1,301,76.2%,12.9,265,1.28,0.23,0.33,0.19,-203,-7,-92,22.2%,11.1%,0,-
Canyon,,JUNGLE,121,81%,5.8,2.3,1.9,9,6.2,359,72.4%,15,401,1.68,0.5,0.38,0.34,112,4,208,23.1%,6.6%,0,5
Carim,,JUNGLE,49,40.8%,3.3,2.1,2.5,6.1,5.9,333,69.1%,16.5,388,1.6,0.4,0.38,0.26,-258,-4,-248,26.5%,4.1%,0,1
Cariok,,JUNGLE,72,65.3%,4,1.9,2.9,9.9,5.7,333,75.2%,14,359,1.53,0.41,0.36,0.31,87,-1,10,55.6%,6.9%,0,7
Carnage,,JUNGLE,35,40%,3.2,2.3,3.2,7.7,5.4,329,76.3%,14.8,351,1.24,0.25,0.32,0.24,-97,-2,-126,28.6%,8.6%,0,3
Cassin,,JUNGLE,20,35%,2.9,1.8,2.7,6.2,5.7,322,71.9%,11.1,242,1.29,0.39,0.28,0.32,159,9,359,25%,10%,0,-
Cboi,,JUNGLE,60,53.3%,3.4,1.9,3.2,9,5.8,336,72.3%,13.3,345,1.65,0.51,0.37,0.26,-11,1,77,31.7%,16.7%,0,5
Chad,,JUNGLE,47,44.7%,2.4,2.5,3.8,6.7,6.1,347,65%,15.1,368,1.2,0.21,0.35,0.19,-152,-2,-109,29.8%,6.4%,0,4
ChinX,,JUNGLE,1,0%,1.7,2,7,10,5.4,334,66.7%,11.5,390,0.85,0.27,0.04,0.31,-1432,-21,-1046,100%,0%,0,-
Choi,,JUNGLE,2,0%,0.3,0,6,1.5,6.7,307,58.3%,30.5,620,0.83,0.34,0.07,0.05,-1420,-2,-694,0%,50%,0,-
Chrislai,,JUNGLE,17,11.8%,1.6,1,3.9,5.2,4.9,293,54.3%,9.8,213,01.05,0.26,0.24,0.26,-508,-11,-488,23.5%,11.8%,0,-
Citrus,,JUNGLE,65,55.4%,3.3,2.4,3.4,9.1,5.9,349,70.9%,14.7,380,1.6,0.47,0.33,0.32,-108,4,43,36.9%,4.6%,0,9
Closer,,JUNGLE,21,47.6%,2.7,1.3,3.1,7,5,301,73.3%,13,288,1.41,0.33,0.39,0.26,-233,-9,-311,23.8%,19%,0,-
Colamax,,JUNGLE,14,7.1%,1.8,2,3.6,4.6,5.3,312,81.1%,16.8,342,1.14,0.37,0.22,0.26,-643,-17,-614,7.1%,7.1%,0,2
Contractz,,JUNGLE,44,36.4%,3,2.5,3.1,6.8,6.1,333,76.3%,16.9,413,1.35,0.32,0.32,0.25,-79,-3,-130,31.8%,6.8%,0,6
Courage,,JUNGLE,104,47.1%,3.5,2.5,2.8,7.3,5.9,343,75.1%,14.7,372,1.41,0.38,0.33,0.29,-30,1,52,34.6%,1.9%,0,6
Croc,,JUNGLE,69,55.1%,2.7,2.3,3.9,8.1,5.5,330,72.1%,13.2,338,1.52,0.4,0.35,0.29,-111,-2,-84,20.3%,15.9%,0,3
Croco,,JUNGLE,89,51.7%,3.6,2.7,2.8,7.2,6.5,358,72.2%,18.4,467,1.53,0.41,0.34,0.25,41,-,-,-,-,-,-
Croniik,,JUNGLE,62,62.9%,4.9,3.1,3,11.3,5.8,358,69.7%,15.5,466,1.21,0.22,0.29,0.14,128,7,194,25.8%,9.7%,0,5
Crush3,,JUNGLE,4,25%,2.5,2.8,5.5,10.8,5.7,346,75.5%,15.8,457,-,-,-,-,-,-,-,-,-,-,-
Cuzz,,JUNGLE,90,43.3%,2.9,1.9,2.8,6.3,6.5,341,73.9%,16.5,394,1.84,0.43,0.49,0.3,-25,3,77,24.4%,7.8%,0,4
D4SH,,JUNGLE,52,67.3%,4.6,2.7,2.4,8.3,6,356,75.3%,14.1,352,1.34,0.36,0.29,0.29,144,3,62,36.5%,7.7%,0,1
D4nKa,,JUNGLE,36,41.7%,2.7,2.1,3.8,8,5.5,327,70.6%,16.9,385,01.11,0.26,0.25,0.16,-338,-10,-510,44.4%,11.1%,0,3
DDoiV,,JUNGLE,96,41.7%,3.6,1.7,2.4,7,5.3,316,72.5%,13.8,313,1.7,0.49,0.43,0.42,-103,-2,-126,35.4%,10.4%,0,1
Daglas,,JUNGLE,90,57.8%,4.1,2.5,3,9.9,5.8,348,75.2%,16.1,423,1.44,0.37,0.3,0.27,48,0,36,31.1%,14.4%,0,8
DahVys,,JUNGLE,20,35%,3,3.7,3.3,6.1,6.2,353,70.5%,18.4,415,1.48,0.4,0.27,0.31,234,7,130,30%,5%,0,2
Daiky,,JUNGLE,2,100%,4.6,7,2.5,4.5,6.5,434,71.8%,17.1,482,1.83,0.72,0.27,0.3,807,10,570,0%,0%,0,-
Deletus,,JUNGLE,17,47.1%,3.1,2.9,3.9,9.1,5.8,354,71.3%,16.6,458,0.97,0.19,0.17,0.16,-62,0,-76,29.4%,17.6%,0,-
Densi,,JUNGLE,36,36.1%,3.4,2.4,3.1,8.2,5.4,331,74.9%,15.8,380,1.3,0.36,0.31,0.27,-138,-11,-327,50%,5.6%,0,3
Derakhil,,JUNGLE,66,69.7%,3.5,3.7,3.5,8.7,6.4,378,66.7%,16.7,442,1.17,0.29,0.24,0.21,16,4,78,25.8%,12.1%,0,10
Diamondprox,,JUNGLE,5,0%,1.1,2,6.2,5,5.5,315,65.8%,20.6,486,1.21,0.34,0.24,0.24,-340,-7,-494,0%,20%,0,-
Dimitry,,JUNGLE,15,6.7%,1.6,2.5,4.7,5.3,5.5,324,73.3%,17.7,415,1.1,0.27,0.26,0.17,-408,-16,-529,40%,0%,0,1
Disamis,,JUNGLE,71,63.4%,4.3,2.5,2.7,9.1,6,353,71.3%,15.6,416,1.49,0.29,0.4,0.23,42,5,100,29.6%,7%,0,3
Dixie,,JUNGLE,7,0%,1.5,1.6,3.7,3.9,5.8,310,73.8%,12,238,1.25,0.24,0.3,0.35,-293,-1,-121,28.6%,14.3%,0,1
Dizin,,JUNGLE,28,3.6%,1.4,1.4,3.4,3.5,5.5,306,69.3%,14.3,280,1.36,0.31,0.4,0.26,-299,-4,-242,17.9%,7.1%,0,3
Djoko,,JUNGLE,53,56.6%,4.7,2.9,2.8,10.1,6,353,72.5%,19.4,522,1.28,0.28,0.27,0.22,266,3,344,45.3%,0%,1,6
Dome1,,JUNGLE,13,7.7%,1.9,2.5,3.4,4,6.7,354,66.8%,17.9,400,0.95,0.14,0.25,0.14,-140,4,62,15.4%,0%,0,5
Dopaminw,,JUNGLE,14,28.6%,2.3,2.6,4.6,7.7,5.8,343,75.5%,17.2,455,1.44,0.24,0.36,0.22,-69,-6,-114,35.7%,0%,0,1
DoubleAiM,,JUNGLE,53,56.6%,3.4,3.8,3.4,7.7,6.9,380,72.2%,17.7,475,1.36,0.29,0.29,0.23,228,13,392,45.3%,11.3%,0,5
Drag0,,JUNGLE,4,25%,1.2,2.3,4.3,3,5.5,315,68.3%,13,257,0.98,0.16,0.29,0.23,-572,-12,-479,0%,0%,0,-
Drakehero,,JUNGLE,34,29.4%,2.4,1.5,3.2,6.2,5.9,323,75.9%,14.7,291,1.52,0.39,0.45,0.22,-38,5,89,35.3%,14.7%,0,3
Draktharr,,JUNGLE,62,35.5%,2.8,2.8,3.6,7.1,6.3,352,69.5%,17.4,431,1.52,0.42,0.38,0.32,197,4,204,24.2%,12.9%,0,10
EL,,JUNGLE,40,17.5%,2.1,1.8,3.3,5,6,331,69.2%,17.9,393,1.48,0.45,0.34,0.31,-140,-1,-88,22.5%,17.5%,0,6
EMPxD,,JUNGLE,14,42.9%,3.4,3,2.8,6.5,6.8,360,72.6%,19.1,452,1.22,0.25,0.28,0.2,-118,2,78,14.3%,7.1%,0,3
Eagle,,JUNGLE,14,14.3%,1.5,2.3,4.9,5,5.1,304,76.7%,16.5,313,1.2,0.25,0.29,0.2,-406,-8,-384,35.7%,7.1%,0,4
Eckas,,JUNGLE,36,44.4%,5.1,1.4,2.2,10,5.3,317,78.2%,12.4,298,1.45,0.36,0.33,0.28,-171,-6,-130,33.3%,5.6%,0,-
Efot,,JUNGLE,5,0%,1.4,3.2,4.8,3.6,6.5,348,60.7%,23.1,452,01.09,0.2,0.19,0.14,-81,5,158,20%,0%,0,1
Egelynn,,JUNGLE,15,26.7%,2.2,2.4,3.5,5.4,5.5,320,63.1%,14.5,299,0.92,0.19,0.22,0.17,-709,-17,-683,26.7%,20%,0,-
Ellim,,JUNGLE,59,33.9%,2.9,2.4,3.4,7.1,6.2,351,75.6%,18.4,428,1.63,0.54,0.34,0.36,26,0,117,30.5%,8.5%,0,2
Elramir,,JUNGLE,82,68.3%,4.7,2.5,3,11.6,5.8,352,77%,14.2,367,1.59,0.39,0.36,0.36,268,4,191,37.8%,8.5%,0,10
Elyoya,,JUNGLE,77,45.5%,3.8,2.4,2.9,8.5,5.7,337,76.1%,14.3,338,1.63,0.42,0.44,0.34,13,-2,-75,37.7%,3.9%,0,4
Evan,,JUNGLE,1,0%,1.8,0,4,7,4.9,276,77.8%,13,175,1.37,0.19,0.41,0.26,-539,-2,-410,0%,0%,0,-
Ever,,JUNGLE,4,25%,1.6,2.8,5,5,4.8,315,50%,18.1,356,0.7,0.3,0.11,0.17,-1268,-9,-486,0%,25%,0,1
Exile1,,JUNGLE,13,30.8%,1.8,1.5,4.5,6.6,5,312,59.8%,13.3,288,1.19,0.26,0.28,0.25,-748,-15,-647,46.2%,7.7%,0,-
F1VTY,,JUNGLE,18,16.7%,2.5,1.7,3.5,6.9,5.5,313,63%,13.5,294,1.34,0.31,0.33,0.21,-180,-9,-430,5.6%,5.6%,0,1
FIuffy,,JUNGLE,22,54.5%,3.6,3.1,3.5,9.2,6.4,363,69.4%,13.5,376,1.48,0.34,0.32,0.3,-54,2,25,27.3%,9.1%,0,-
FaithXD,,JUNGLE,11,18.2%,1.7,2.8,5.3,6.3,5.4,327,71.5%,16.2,406,1.27,0.29,0.3,0.23,-219,-7,-394,18.2%,18.2%,0,1
Fallen,,JUNGLE,48,50%,3.5,1.7,2.8,8.2,5.4,326,72.8%,15.6,380,1.39,0.28,0.35,0.26,-282,-12,-530,45.8%,6.3%,0,6
Ferret,,JUNGLE,48,50%,4,3,2.5,7.1,6.1,353,70.7%,17.4,419,1.77,0.45,0.46,0.3,162,2,-126,54.2%,4.2%,0,5
Flamyy,,JUNGLE,14,21.4%,1.9,2.4,4.1,5.4,5.7,334,66.7%,15,369,0.98,0.15,0.27,0.2,-143,-8,-260,28.6%,14.3%,0,-
Flawed,,JUNGLE,37,48.6%,3,2.2,3.5,8.3,6.3,353,70.2%,15.8,450,1.23,0.27,0.27,0.12,170,14,520,27%,18.9%,0,7
Forest,,JUNGLE,89,71.9%,3.7,2.9,3.4,9.8,6.5,375,72.2%,17.7,503,1.75,0.53,0.42,0.3,276,8,309,38.2%,10.1%,0,7
Frost,,JUNGLE,35,31.4%,3.2,3.3,3.7,8.5,5.7,344,76.1%,16.5,391,1.25,0.23,0.31,0.18,52,-3,-101,31.4%,8.6%,0,5
Fy,,JUNGLE,4,25%,2.1,3.3,4.3,5.5,6.2,345,82.4%,16,304,-,-,-,-,-,-,-,-,-,-,-
GIDEON,,JUNGLE,40,25%,2.6,1.4,2.9,6.2,5.6,309,73.3%,13,272,1.58,0.39,0.44,0.33,-13,2,72,27.5%,10%,0,4
Ganks,,JUNGLE,55,36.4%,2.9,2.6,3.3,7.1,5.7,335,75.4%,16.9,407,1.46,0.37,0.31,0.27,-107,-2,-56,29.1%,5.5%,0,8
GaraXy,,JUNGLE,17,17.6%,2.7,2.3,3.4,6.7,5.4,323,77.5%,15.9,397,1.31,0.29,0.29,0.21,-27,-7,-153,35.3%,5.9%,0,2
Geju,,JUNGLE,12,16.7%,2.2,2.3,3.7,5.7,6.4,350,69.9%,19.6,485,1.64,0.48,0.42,0.2,-102,-,-,-,-,-,-
Gemini,,JUNGLE,97,60.8%,4,2.3,2.6,8,5.5,333,73%,15.7,422,1.64,0.51,0.38,0.34,-22,-8,-131,48.5%,10.3%,0,11
Gjerg,,JUNGLE,2,0%,0.9,1,6,4.5,6.5,338,50%,16.2,346,0.96,0.16,0.27,0.21,12,4,-178,50%,0%,0,-
Godtone,,JUNGLE,6,0%,0.9,0.7,5.3,4,4.8,284,58.9%,13.3,336,01.03,0.4,0.22,0.15,-584,-27,-1013,16.7%,16.7%,0,-
Goodo,,JUNGLE,24,16.7%,2.3,3.2,4.1,6.2,5.8,345,71.5%,17.1,407,1.15,0.29,0.28,0.24,-48,2,-168,37.5%,8.3%,0,3
Goot,,JUNGLE,36,47.2%,3.7,2.2,2.9,8.6,5.5,329,73.2%,14.6,346,1.66,0.46,0.41,0.37,-63,1,-176,33.3%,11.1%,0,3
Grell,,JUNGLE,78,48.7%,2.3,2.9,4.4,7.5,6.3,358,71.9%,18.8,468,1.35,0.29,0.32,0.22,-86,1,54,33.3%,11.5%,0,14
Gremy,,JUNGLE,14,0%,1.2,1.6,3.6,2.6,5.6,317,79.1%,15.7,275,01.09,0.31,0.26,0.21,-551,-20,-1158,42.9%,0%,0,1
Grizzly,,JUNGLE,106,52.8%,3.7,2.2,2.5,7,6.6,351,72.9%,15.1,358,1.47,0.38,0.38,0.33,158,4,133,42.5%,4.7%,0,13
Guertas,,JUNGLE,25,56%,4,2.6,3.2,10.1,5.7,345,76.5%,11.9,321,1.3,0.23,0.29,0.22,-243,-10,-259,52%,12%,0,1
Gury,,JUNGLE,70,65.7%,3.8,2.4,2.9,8.7,6.6,363,66.2%,16.6,475,1.85,0.55,0.47,0.31,-134,6,81,20%,11.4%,0,6
Guwon,,JUNGLE,106,45.3%,3,1.9,2.9,6.6,5.5,325,70.1%,14,318,1.55,0.33,0.42,0.25,-164,-7,-256,40.6%,8.5%,0,5
H4cker,,JUNGLE,77,31.2%,2.9,2,2.9,6.4,6.5,343,76.8%,17.9,397,1.6,0.41,0.44,0.23,220,-,-,-,-,-,-
HRK,,JUNGLE,55,30.9%,2.4,1.8,3.8,7.1,5.1,313,68.7%,12.7,308,1.67,0.55,0.41,0.5,-338,-10,-410,27.3%,12.7%,0,5
Hades2,,JUNGLE,6,16.7%,1.3,0.8,4.5,5,5,293,68.5%,11.3,242,0.94,0.17,0.26,0.15,-837,-18,-901,33.3%,0%,0,-
Hadess,,JUNGLE,68,75%,4.4,3.4,2.8,9.1,6.1,369,68.4%,15.4,430,1.46,0.27,0.37,0.24,99,6,71,35.3%,8.8%,0,9
HamBak,,JUNGLE,118,70.3%,4.6,3.1,2.6,9,6,360,70.3%,14.5,411,1.51,0.38,0.37,0.3,355,4,312,46.6%,6.8%,0,13
Hatred,,JUNGLE,14,42.9%,4.3,2.9,2.9,9.2,5.2,330,76.5%,11.4,274,1.24,0.32,0.26,0.27,-113,-13,-281,35.7%,0%,0,-
Heng,,JUNGLE,64,50%,2.6,2,3,6,5.6,328,71.7%,12.5,300,1.64,0.45,0.43,0.31,-488,-,-,-,-,-,-
Hiro02,,JUNGLE,7,42.9%,2.3,1.4,3.9,7.3,6.2,335,61.1%,12.6,329,1.88,0.38,0.59,0.34,284,11,414,28.6%,14.3%,0,1
Hiro1,,JUNGLE,1,0%,4.5,9,4,9,7,416,78.3%,28.3,849,01.02,0.23,0.33,0.2,665,24,672,100%,0%,0,1
HotPot,,JUNGLE,6,33.3%,2.8,1.8,3.7,8.5,5.2,319,78.7%,17.9,519,1.37,0.31,0.41,0.33,-362,3,42,0%,16.7%,0,-
HuSha,,JUNGLE,38,52.6%,4,3.3,2.7,7.5,6.3,362,78.8%,15.2,390,1.45,0.34,0.38,0.33,234,6,266,50%,7.9%,0,5
Hugato,,JUNGLE,49,49%,4.2,2.7,2.5,7.7,6.1,349,70%,14.1,327,1.82,0.41,0.53,0.31,198,6,153,30.6%,8.2%,0,3
Hummelu,,JUNGLE,14,7.1%,1.6,1.4,5.6,7.3,4.7,300,79.2%,13.6,289,1.11,0.26,0.27,0.19,-714,-18,-728,42.9%,0%,0,-
Hybradge,,JUNGLE,14,28.6%,3.1,1.9,3.1,7.8,5.9,334,64.5%,13.2,322,0.99,0.26,0.15,0.17,-159,-2,-178,50%,0%,0,2
Hyo,,JUNGLE,4,0%,1.6,2.5,5.8,6.5,5.4,323,67.3%,13.8,311,1.46,0.56,0.34,0.38,-634,-16,-770,0%,0%,0,1
Icaruss,,JUNGLE,22,50%,3.4,2.4,3.3,8.7,5.2,326,73%,11.2,263,1.34,0.29,0.31,0.26,-25,0,-39,36.4%,4.5%,0,1
Ikigai,,JUNGLE,25,40%,3.2,2.5,3,7.2,6,344,72.5%,13.1,289,1.74,0.44,0.5,0.36,98,-3,-46,44%,8%,0,2
Ilgar,,JUNGLE,14,42.9%,2.7,2.8,3.9,7.8,6.5,360,65.2%,16.4,445,1.49,0.33,0.35,0.2,75,9,405,28.6%,21.4%,0,-
Indecision,,JUNGLE,21,33.3%,2.4,2.3,3.5,6.1,5.3,319,68.7%,15.4,350,1.26,0.31,0.3,0.21,-274,-14,-518,38.1%,14.3%,0,-
Indr4,,JUNGLE,13,38.5%,3.1,3.5,3,5.8,6.7,363,63%,17.1,358,1.13,0.16,0.3,0.13,521,6,341,30.8%,15.4%,0,1
Infinity,,JUNGLE,17,47.1%,2.8,2.5,3.3,6.8,6.2,343,59.5%,12.6,325,1.18,0.27,0.24,0.2,-8,1,-16,35.3%,5.9%,0,1
Inspired,,JUNGLE,74,60.8%,4.9,2.5,2.2,8.5,6.7,358,74%,15.5,389,1.34,0.34,0.29,0.18,93,9,319,31.1%,4.1%,0,3
Invictis,,JUNGLE,16,43.8%,3.6,3.1,2.5,6,6.2,350,63.6%,16,359,1.33,0.33,0.31,0.27,-68,0,-75,18.8%,6.3%,0,3
Isma,,JUNGLE,52,48.1%,3.9,1.9,2.6,8.3,5.5,324,74.2%,13.1,299,1.36,0.35,0.33,0.28,-59,-3,-139,40.4%,13.5%,0,2
Iwandy,,JUNGLE,1,0%,1.5,1,2,2,6.4,315,60%,20.7,490,1.75,0.91,0.33,0.28,-776,-,-,-,-,-,-
Izo,,JUNGLE,2,100%,3.6,1,2.5,8,4.9,326,56.2%,10.7,255,1.38,0.28,0.26,0.24,-1192,-30,-648,0%,0%,0,-
Jankos,,JUNGLE,45,40%,3.7,2,2.6,7.6,5.6,327,78.9%,14.2,299,1.66,0.44,0.41,0.26,-172,-3,-73,33.3%,6.7%,0,1
Jcom,,JUNGLE,2,100%,7.2,4,2.5,14,6.6,403,64.3%,23.4,734,1.61,0.41,0.3,0.21,-60,10,610,100%,0%,0,1
Jejky,,JUNGLE,36,44.4%,2.5,2.5,4.1,7.7,5.9,344,70.1%,16.9,437,1.48,0.37,0.33,0.33,-213,1,-123,33.3%,13.9%,0,-
Jenxas,,JUNGLE,16,12.5%,1.1,1.3,5.4,4.6,5.6,310,65.6%,16.2,349,1.13,0.24,0.23,0.22,-766,-8,-522,31.3%,0%,0,-
JiT,,JUNGLE,46,54.3%,3,2.7,3.4,7.5,5.8,356,61.3%,15.2,416,1.37,0.35,0.25,0.21,-12,0,80,34.8%,10.9%,0,9
Jiejie,,JUNGLE,47,31.9%,3.1,2.2,2.7,6.1,6.7,353,76.9%,20.7,468,1.84,0.42,0.55,0.22,-104,-,-,-,-,-,-
Josedeodo,,JUNGLE,74,66.2%,6.5,2.9,1.9,9.6,5.9,358,70.8%,15.1,402,1.69,0.38,0.44,0.29,106,2,-17,20.3%,0%,1,6
Juhan,,JUNGLE,43,51.2%,3,2.5,3.4,7.6,5.8,340,72.2%,15.6,380,1.82,0.53,0.47,0.36,40,0,-28,46.5%,9.3%,0,4
Julbu,,JUNGLE,24,54.2%,3.9,2.4,3.3,10.2,5.4,335,73%,14.9,412,1.22,0.32,0.28,0.27,-65,-5,-213,45.8%,0%,0,3
JunJia,,JUNGLE,89,73%,4.9,3.2,2.3,8.2,6.7,378,70.3%,16.8,456,1.68,0.39,0.42,0.29,500,11,486,31.5%,6.7%,0,12
KARIMKT,,JUNGLE,49,63.3%,4.2,3,3.3,10.8,5.4,350,65.4%,13.1,373,1.34,0.41,0.22,0.34,89,1,22,36.7%,2%,0,5
Kadir,,JUNGLE,13,30.8%,3.2,2.9,2.8,6.2,6.1,355,75%,17.9,425,1.37,0.3,0.3,0.23,-2,-3,-81,38.5%,7.7%,0,2
KalenBoss,,JUNGLE,27,33.3%,2.3,3,4,6.4,6.3,351,73%,18.8,430,1.2,0.22,0.29,0.18,143,0,41,33.3%,0%,1,4
Kanavi,,JUNGLE,102,61.8%,4.2,3.3,2.6,7.6,6.9,378,75%,19.4,479,1.78,0.47,0.47,0.19,217,-,-,-,-,-,-
Kania,,JUNGLE,45,46.7%,3,2.2,3.1,7.1,5.4,325,69.6%,11.1,264,1.59,0.51,0.35,0.44,-15,2,70,24.4%,8.9%,0,2
