Player,Country,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
CrowYes,,TOP,34,67.6%,2.7,3.6,3.7,6.4,7.9,425,49.4%,25.5,741,1.13,0.46,0.17,0.1,191,5,137,14.7%,17.6%,0,22
Cube,,TOP,49,44.9%,2.7,1.7,2.4,4.7,8,372,49.4%,22.8,492,1.18,0.44,0.2,0.21,116,-,-,-,-,-,-
DALTON,,TOP,10,50%,1.8,3,3.9,4.1,7.6,386,45.9%,20.9,536,0.9,0.37,0.13,0.14,-488,-9,-391,20%,20%,0,6
DANKI,,TOP,14,35.7%,2.8,1.9,2.4,4.6,7.4,355,48.3%,18.2,390,0.88,0.3,0.12,0.11,-108,-7,-146,7.1%,7.1%,0,3
Dal,,TOP,104,44.2%,2.3,2.3,2.9,4.4,7.4,363,56.4%,21.4,477,0.92,0.33,0.15,0.18,-197,-8,-158,13.5%,9.6%,0,35
Damkex,,TOP,1,0%,0.3,1,4,0,7.2,314,25%,29,553,0.89,0.43,0.09,0.12,459,15,131,0%,0%,0,-
Darky,,TOP,27,29.6%,2.1,1.9,3.7,5.7,7.2,351,52.6%,20.2,475,0.85,0.37,0.09,0.08,-608,-9,-202,29.6%,14.8%,0,12
Decade,,TOP,39,25.6%,1.5,1.4,3,3.2,8.3,364,45.4%,20.7,441,-,-,-,-,-,-,-,-,-,-,-
Decoy1,,TOP,2,0%,3.3,2.5,2,4,7.5,355,49.1%,22.9,583,0.51,0.32,0.07,0.06,-1808,-34,-1252,50%,0%,0,-
Deimos,,TOP,36,41.7%,2.5,2.2,3.1,5.4,6.8,346,51.2%,21,532,0.87,0.37,0.11,0.18,-187,-4,96,11.1%,13.9%,0,14
Denathor,,TOP,23,39.1%,1.9,2.6,4.1,5.2,7.6,381,44.3%,18.6,514,0.81,0.35,0.13,0.05,-76,-3,113,8.7%,13%,0,11
DesoLinee,,TOP,14,7.1%,1.1,0.9,3.6,3,6.6,312,30.8%,26.1,506,0.68,0.33,0.09,0.01,-1164,-26,-659,7.1%,21.4%,0,6
Dhokla,,TOP,44,36.4%,1.9,2.6,3.5,4.1,7.6,371,52.8%,20.8,493,0.96,0.33,0.22,0.11,-238,-4,-330,11.4%,20.5%,0,9
Difference,,TOP,39,33.3%,2,2.7,3.6,4.7,8.1,391,50.9%,23.2,575,0.91,0.32,0.16,0.09,197,5,87,10.3%,20.5%,0,31
Dionelux,,TOP,45,55.6%,2.9,3.7,3.3,6,7.5,393,53.3%,23.3,655,0.84,0.34,0.12,0.06,85,3,128,13.3%,17.8%,0,33
Direnc,,TOP,20,40%,2.2,2.9,3.8,5.3,6.9,365,50.8%,18.1,446,0.57,0.28,0.08,0.01,-378,-12,-216,15%,20%,0,14
DnDn,,TOP,72,34.7%,1.8,1.5,2.8,3.6,8.4,373,47.5%,20.1,445,1.12,0.53,0.16,0.28,-379,-6,-241,15.3%,18.1%,0,18
Doran,,TOP,112,69.6%,3.2,2.5,2.6,5.9,8,392,58.1%,21.8,536,1.13,0.42,0.22,0.21,114,1,119,22.3%,13.4%,0,27
DoubleB,,TOP,5,0%,1.4,2.4,3.8,3,7.1,346,46%,22.1,558,0.59,0.33,0.08,0.11,-248,-15,-449,0%,20%,0,1
Doxy,,TOP,14,50%,2.9,2.8,3.1,6,8.2,394,60.4%,23.6,565,1.1,0.38,0.21,0.17,192,7,294,14.3%,21.4%,0,4
Dr Saw,,TOP,14,0%,0.4,0.6,5,1.6,6.8,309,44.2%,29.3,498,0.79,0.37,0.11,0.06,-1643,-30,-1448,14.3%,28.6%,0,3
Dragoon,,TOP,21,28.6%,1.6,2.6,4,3.8,7.4,371,49.4%,26.6,613,0.55,0.28,0.09,0.02,-58,-6,98,9.5%,19%,0,10
Driver,,TOP,68,52.9%,2.6,2.4,2.9,5,8,386,51.3%,21.9,586,01.09,0.49,0.18,0.23,227,9,133,7.4%,14.7%,0,20
DuDu,,TOP,90,43.3%,2.8,2.5,2.4,4,8.9,400,56.6%,20.9,484,0.93,0.3,0.18,0.14,29,3,40,11.1%,15.6%,0,22
Dunks ARCH,,TOP,5,40%,1.9,1.6,2.8,3.8,7.1,339,29.3%,16.4,426,0.71,0.32,0.15,0,-610,-17,-95,20%,20%,0,2
Dusseldrop,,TOP,14,57.1%,3.5,2.9,2.5,5.9,7.5,386,47.3%,17.4,453,0.81,0.37,0.11,0.04,-164,-6,85,7.1%,14.3%,0,5
EdbyK,,TOP,41,41.5%,2.1,2.5,3.4,4.8,8,385,49.4%,25,602,0.73,0.27,0.13,0.06,7,5,20,9.8%,12.2%,0,15
Elijah,,TOP,14,50%,5.5,3.6,1.7,5.8,8.5,411,53.4%,21.4,589,01.07,0.32,0.19,0.09,436,13,722,14.3%,14.3%,0,18
Eloha,,TOP,34,64.7%,2.7,3.9,3.6,5.9,7.7,403,49.6%,21.2,574,0.93,0.41,0.11,0.1,346,4,122,5.9%,17.6%,0,19
Empyros,,TOP,61,62.3%,3.9,2.7,2,5.3,8.3,396,51.4%,19.6,481,1.13,0.41,0.18,0.21,-127,-1,-270,16.4%,4.9%,0,27
Ersin,,TOP,39,53.8%,3.5,3.9,2.7,5.3,8.1,412,54%,22.4,585,01.08,0.49,0.15,0.14,313,8,88,25.6%,12.8%,0,19
Ethe,,TOP,26,50%,2.2,2.1,3.2,5,7.9,387,49.3%,22.2,540,0.94,0.38,0.15,0.15,346,12,297,11.5%,11.5%,0,5
Evi,,TOP,89,71.9%,3.2,3.2,3.1,6.7,7.3,384,58.3%,21.1,604,01.08,0.41,0.18,0.14,231,3,141,31.5%,10.1%,0,41
Eyliph,,TOP,39,53.8%,3.1,2.8,2.7,5.6,7.7,384,56.2%,22.6,563,0.99,0.38,0.18,0.11,-15,-1,-32,10.3%,10.3%,0,14
F4rg,,TOP,4,75%,5.8,2.3,1.3,5,8.3,396,43.8%,21.7,480,0.81,0.39,0.08,0.07,328,1,153,0%,0%,0,2
Faisal,,TOP,63,57.1%,3.2,3.1,2.5,4.9,7.9,394,51.7%,20.8,548,0.98,0.44,0.12,0.13,121,1,203,12.7%,7.9%,0,28
FakeGod,,TOP,30,30%,2.3,1.9,2.8,4.5,7.5,352,50.8%,20,454,01.05,0.4,0.19,0.22,-146,-1,38,0%,6.7%,0,2
Falleo,,TOP,53,56.6%,3.6,3.3,2.9,7,7,377,60%,21.6,586,0.92,0.36,0.12,0.1,12,-7,-6,30.2%,5.7%,0,11
Feringhee,,TOP,6,0%,0.9,0.7,4,3,7,324,42.5%,22.2,389,0.69,0.3,0.1,0.11,-719,-17,-400,0%,16.7%,0,2
Finn,,TOP,20,25%,2.2,1.4,2.8,4.6,7.7,355,55.4%,22,460,0.99,0.42,0.14,0.17,32,-5,-50,15%,10%,0,1
Fireblade,,TOP,10,60%,2.4,2.6,3.4,5.5,7.4,371,45.9%,14.5,425,0.91,0.35,0.18,0.11,-867,-22,-507,10%,10%,0,2
Flamer,,TOP,35,42.9%,3.8,3,2.2,5.4,8.5,397,54.8%,22.5,526,0.8,0.37,0.1,0.1,159,8,68,11.4%,5.7%,0,15
Flandre,,TOP,61,60.7%,3.2,2.4,2.5,5.5,8.2,397,56.2%,20.9,487,01.02,0.34,0.19,0.17,238,-,-,-,-,-,-
Forlin,,TOP,22,40.9%,2.2,3,3.5,4.6,7.3,367,53.2%,25.7,576,0.98,0.37,0.17,0.16,-509,-3,-46,4.5%,9.1%,0,7
Fornoreason,,TOP,42,11.9%,1.2,2.2,4.4,3.1,7.6,358,42%,22.1,502,0.78,0.27,0.15,0.06,-528,-10,-288,9.5%,19%,0,22
Frog,,TOP,68,44.1%,2.6,1.8,2.4,4.6,8,368,51.8%,19.1,445,01.04,0.4,0.17,0.22,-201,-4,-108,7.4%,13.2%,0,6
Fudge,,TOP,23,47.8%,3.5,2.3,1.9,4.2,8.6,396,54.1%,21.1,470,0.97,0.42,0.14,0.13,46,4,46,13%,13%,0,4
Gaethan,,TOP,53,45.3%,3.6,4.7,2.5,4.4,8.5,431,62.9%,25.6,606,0.87,0.32,0.15,0.11,763,15,275,20.8%,5.7%,0,28
Gakgos,,TOP,31,41.9%,2.5,2.9,3.3,5.4,8.5,414,52.4%,23.3,573,0.86,0.37,0.11,0.14,262,8,248,12.9%,12.9%,0,16
Garvey,,TOP,4,25%,2.5,3.5,4.8,8.3,6.7,355,78%,24.5,651,-,-,-,-,-,-,-,-,-,-,-
GentlemanHe,,TOP,17,17.6%,1.2,2.8,5.5,3.6,8.3,391,42.2%,29.8,663,0.61,0.32,0.09,0.01,-341,1,-451,0%,35.3%,0,9
Goldc,,TOP,3,0%,0.7,1.3,3.7,1.3,6.7,311,39.6%,12.2,250,-,-,-,-,-,-,-,-,-,-,-
Goldmen,,TOP,5,20%,1.3,2,5,4.6,7.2,346,46.1%,25.9,576,0.68,0.37,0.05,0.04,-528,-9,-108,20%,20%,0,2
GuanGuan,,TOP,18,11.1%,1.1,1.6,4,2.8,7.4,347,45.2%,20.2,515,0.99,0.41,0.18,0.13,-781,-10,-331,11.1%,11.1%,0,1
Guigo,,TOP,71,63.4%,2.8,4,3.4,5.5,8,413,57.1%,23.7,626,1.12,0.38,0.21,0.17,229,6,116,23.9%,16.9%,0,35
HUGOD,,TOP,12,25%,2.5,1.6,2.6,4.8,7.3,341,42.3%,19.1,393,0.76,0.36,0.08,0.04,-877,-5,-196,0%,0%,0,1
Hakari,,TOP,12,58.3%,2.4,2.4,3.2,5.3,7.5,359,54.9%,19.1,415,01.05,0.52,0.1,0.26,-894,-15,-313,0%,8.3%,0,3
Hanabi,,TOP,2,0%,2.7,2,1.5,2,8.5,363,60%,19.3,422,1.21,0.4,0.23,0.13,-202,-13,-28,0%,0%,0,-
Hasagi,,TOP,28,21.4%,2.1,2.1,2.8,3.6,7.7,361,44.9%,18.6,423,0.8,0.36,0.1,0.02,-503,-11,-212,3.6%,0%,0,5
Hasmed,,TOP,69,49.3%,2.3,3.3,3.1,3.9,8.3,400,50.1%,25.8,638,1.23,0.46,0.25,0.24,159,5,12,17.4%,10.1%,0,38
Haster,,TOP,13,38.5%,3.1,2,2.4,5.3,7.5,364,51.1%,21.2,465,0.51,0.22,0.07,0,-212,-9,-22,15.4%,15.4%,0,4
Haze,,TOP,7,28.6%,2.1,2.3,2.9,3.6,7.4,365,49%,23.7,451,0.67,0.34,0.1,0.04,-709,-5,-319,0%,28.6%,0,3
HeSSZero,,TOP,39,33.3%,2.4,2.7,3.3,5.2,7.3,364,56.8%,21.8,528,0.89,0.37,0.16,0.15,-56,0,-236,17.9%,7.7%,0,13
Hery,,TOP,73,43.8%,2.8,2,2.7,5.5,8,374,55.5%,20.7,499,0.94,0.35,0.17,0.15,68,-,-,-,-,-,-
HiRit,,TOP,29,51.7%,2.9,2.5,2.5,4.8,8.5,403,54.1%,22,559,01.06,0.35,0.2,0.14,208,5,104,3.4%,3.4%,0,8
Hidan,,TOP,79,62%,3.2,3.3,2.9,5.8,7.9,402,52.5%,24.2,629,0.95,0.36,0.18,0.13,175,4,163,19%,13.9%,0,46
Hiro02,,TOP,42,59.5%,2.3,2.9,3.6,5.2,8,390,52.3%,21.4,547,1.21,0.39,0.31,0.22,158,4,64,7.1%,14.3%,0,16
Hiro1,,TOP,24,20.8%,1.8,3.4,4.4,4.5,7.8,398,58.8%,29.3,707,1.14,0.45,0.2,0.14,-150,-4,-65,16.7%,20.8%,0,23
Hoon,,TOP,65,56.9%,2.6,2.2,3,5.6,8.1,397,49.6%,21.2,529,01.02,0.33,0.19,0.17,208,7,83,12.3%,15.4%,0,18
HorangE,,TOP,88,27.3%,1.7,2.5,3.6,3.5,8.1,382,49.5%,21.8,534,0.8,0.28,0.15,0.11,-226,-4,-139,13.6%,11.4%,0,31
Horio,,TOP,3,33.3%,1.2,1.3,3.3,2.7,8.6,393,29.2%,20.7,463,0.68,0.3,0.1,0.1,-561,-5,-486,0%,0%,0,1
Howling,,TOP,74,59.5%,3.9,3.2,2.2,5.6,8,396,52.2%,19.5,525,0.87,0.29,0.17,0.1,220,3,236,12.2%,6.8%,0,15
Hoya,,TOP,77,48.1%,2.5,2,2.8,5,7.6,366,51%,18.6,432,1.17,0.44,0.21,0.26,-155,-,-,-,-,-,-
Hunter,,TOP,20,45%,3.4,3.3,2.5,5.3,7.4,372,54.1%,21.6,487,0.91,0.34,0.14,0.11,-177,-4,81,0%,10%,0,13
ICU,,TOP,22,22.7%,2,2.5,3.6,4.7,7.7,362,55.2%,24.3,538,0.99,0.45,0.14,0.14,-376,-7,-159,9.1%,13.6%,0,4
IceBreaker,,TOP,38,42.1%,2.4,2.9,3.8,6.2,7.5,372,54.4%,22.4,587,01.01,0.4,0.13,0.16,-49,1,86,18.4%,5.3%,0,17
IlllIma,,TOP,30,46.7%,2.6,2.6,2.8,4.6,8.3,395,48.4%,21.5,545,0.93,0.29,0.21,0.1,-59,2,-93,6.7%,10%,0,12
Ilyxou,,TOP,27,29.6%,1.8,3,3.4,3.3,7.3,376,47.7%,25.8,561,0.68,0.33,0.07,0.05,-98,-9,29,25.9%,7.4%,0,17
Impact,,TOP,78,62.8%,3.2,3.1,2.7,5.7,7,374,56.2%,19.6,523,0.95,0.35,0.16,0.14,256,2,352,23.1%,14.1%,0,31
Iobellan,,TOP,32,40.6%,2.3,2.7,3.2,4.6,7.6,378,47.6%,22.6,536,0.85,0.31,0.15,0.04,-455,-9,-182,12.5%,12.5%,0,14
Irrelevant,,TOP,52,48.1%,3,2.8,2.5,4.8,7.9,385,51.9%,23.8,553,1.1,0.36,0.23,0.18,234,7,327,3.8%,11.5%,0,12
JNX,,TOP,94,75.5%,4.3,3.8,2.4,6.4,8.5,424,54.9%,21.8,629,1.18,0.45,0.19,0.14,198,7,70,13.8%,7.4%,0,41
Jaguar,,TOP,13,53.8%,2.3,2.2,3.8,6.6,7,353,46.2%,20.8,611,0.68,0.31,0.1,0.03,-748,-11,-333,7.7%,15.4%,0,8
Janus,,TOP,47,44.7%,2.3,3,3.2,4.3,7.5,366,51.8%,19.7,534,01.01,0.37,0.18,0.18,-302,-5,-205,6.4%,10.6%,0,26
Jauny,,TOP,55,36.4%,3.1,2.6,2.2,4.4,7.6,374,52.2%,21.3,489,0.94,0.36,0.16,0.18,-302,-13,-250,16.4%,10.9%,0,21
Jenkins,,TOP,62,41.9%,2.9,3.5,3,5.3,7.7,386,54.6%,24.2,643,1.12,0.42,0.19,0.18,303,6,208,14.5%,4.8%,0,29
JohnArnau,,TOP,14,14.3%,1.4,1.7,4.2,4.3,7.5,364,62%,29.6,561,0.73,0.27,0.1,0.07,-180,-2,-166,42.9%,14.3%,0,4
Johnmofo,,TOP,22,27.3%,2.2,2.3,3.4,5.1,7.4,356,52.3%,19.4,468,0.9,0.4,0.12,0.11,-735,-15,-156,0%,13.6%,0,8
Juice,,TOP,23,26.1%,1.7,2.5,3.9,4.2,7.8,373,61.8%,18.5,440,01.04,0.35,0.22,0.21,2,-,-,-,-,-,-
Juzu,,TOP,36,58.3%,3,3,3.2,6.4,7.7,384,53.4%,23,612,0.89,0.38,0.14,0.11,-461,-11,-207,13.9%,13.9%,0,11
Kaabs,,TOP,1,100%,7.5,1,2,14,6.9,356,44.1%,21.5,696,0.62,0.38,0.05,0,-1497,-16,-153,0%,100%,0,1
Kackos,,TOP,21,61.9%,3,3.6,3,5.4,7.8,386,55.5%,24,637,0.87,0.38,0.1,0.08,-232,-3,-258,14.3%,14.3%,0,9
Kakan,,TOP,6,50%,2.4,2,4,7.5,7.4,346,54.5%,19,570,0.89,0.38,0.13,0.1,-459,-6,-277,0%,0%,0,3
Kangin,,TOP,93,43%,2.7,2.7,2.6,4.5,8.5,392,57.5%,24.3,533,0.98,0.33,0.19,0.16,6,3,-49,17.2%,12.9%,0,25
Kayleqlated,,TOP,36,25%,1.7,2.5,3.3,3.3,7.9,384,42.9%,24.5,578,0.65,0.24,0.13,0.04,-56,-2,-220,19.4%,11.1%,0,27
Kebap,,TOP,6,16.7%,2.3,1.3,2.8,5.2,7.9,369,47.9%,21.5,485,0.82,0.35,0.1,0.06,114,6,384,16.7%,16.7%,0,3
Keine,,TOP,1,0%,0.4,2,5,0,7.7,352,50%,18,427,0.39,0.24,0,0.12,-1547,-15,-775,0%,0%,0,-
Kektz,,TOP,48,60.4%,2.4,2.3,2.9,4.8,8.2,395,50.7%,23.9,603,0.84,0.36,0.13,0.05,405,14,118,12.5%,18.8%,0,16
Kerberos,,TOP,2,100%,6.3,4,2,8.5,7.4,421,44.7%,15.8,492,0.79,0.3,0.12,0.02,-1590,-36,-1404,50%,0%,0,1
Kiari,,TOP,44,40.9%,2.3,2.4,2.7,3.9,8,388,50.4%,23.6,530,01.08,0.41,0.22,0.16,109,-2,41,13.6%,6.8%,0,10
Kiaya,,TOP,86,69.8%,3.8,4.2,2.8,6.8,8.4,422,60.6%,24.9,691,1.15,0.48,0.21,0.2,481,9,270,16.3%,4.7%,0,46
Kiin,,TOP,121,81%,4.1,2.7,2.2,6.2,8,400,58.5%,20.6,545,1.18,0.42,0.22,0.18,341,9,271,18.2%,10.7%,0,32
Kinatu,,TOP,55,36.4%,2.5,2.4,2.7,4.1,7.7,371,49%,17.9,409,0.94,0.37,0.13,0.2,-267,-6,-1,9.1%,10.9%,0,10
Kio,,TOP,53,56.6%,4.2,2.8,2.2,6.6,7.9,395,51.8%,20.7,536,01.09,0.43,0.16,0.19,437,8,233,17%,7.5%,0,20
Kozi,,TOP,52,57.7%,3,3.3,2.6,4.6,7.8,402,56.3%,25.4,617,0.97,0.41,0.12,0.12,391,3,275,30.8%,17.3%,0,23
Kratos,,TOP,25,56%,3,3.2,2.6,4.8,8.4,404,50.6%,22.2,545,0.9,0.32,0.16,0.16,-98,6,94,8%,4%,0,16
Krempita,,TOP,2,0%,1,1.5,4.5,3,6,306,41.4%,10.8,340,0.65,0.28,0.04,0.09,-1398,-26,-739,0%,0%,0,-
Kritias,,TOP,16,37.5%,1.7,1.6,3.6,4.6,7.1,346,34.8%,16.8,453,0.6,0.29,0.08,0,-575,-11,-414,12.5%,12.5%,0,5
Kryze,,TOP,36,44.4%,2.6,2.7,3,5.1,7.8,385,52.1%,20,484,0.88,0.35,0.13,0.08,32,0,116,19.4%,13.9%,0,16
Kulvas,,TOP,17,35.3%,2.6,2.5,2.7,4.5,7.4,356,53.3%,20.2,479,0.77,0.34,0.11,0.11,-563,-12,-347,0%,11.8%,0,6
LVS,,TOP,13,15.4%,1.2,1.8,3.7,2.5,8.1,368,43.4%,25.4,492,0.71,0.38,0.09,0.09,-299,-4,-396,15.4%,0%,0,4
Lancer,,TOP,104,47.1%,2.2,2.6,3.2,4.5,8.2,401,55.2%,22.6,564,1.14,0.44,0.18,0.27,192,4,110,15.4%,15.4%,0,30
Leiruan,,TOP,15,20%,1.7,2.3,3.6,3.9,8.2,376,47.9%,23.6,460,1.12,0.47,0.16,0.15,-398,-4,-240,20%,20%,0,7
Leks,,TOP,33,39.4%,2.7,2.9,2.8,4.9,7.5,385,52.3%,20.7,558,0.97,0.41,0.11,0.13,76,4,109,21.2%,9.1%,0,12
Lelecha,,TOP,3,33.3%,2.4,3,2.3,2.7,7.2,358,45.4%,16.8,330,-,-,-,-,-,-,-,-,-,-,-
Lellis,,TOP,28,3.6%,0.9,2,4,1.5,7.6,347,50.2%,23.6,467,0.97,0.39,0.15,0.17,-550,-12,-415,14.3%,17.9%,0,14
Lenom,,TOP,14,0%,1.5,1.9,2.7,2.1,8.5,357,51.8%,23.3,418,0.61,0.31,0.07,0.04,-401,-6,-308,7.1%,7.1%,0,2
Leny,,TOP,53,54.7%,2.4,3.2,3.4,5,7.8,392,51.8%,22.9,609,0.85,0.37,0.13,0.06,201,2,200,18.9%,17%,0,32
Libra,,TOP,22,31.8%,2.1,2.3,3.2,4.3,7.7,385,56.7%,26.9,596,0.95,0.38,0.14,0.12,79,-2,39,31.8%,4.5%,0,9
Licorice,,TOP,30,43.3%,2.1,2.2,3.1,4.4,7.6,366,48.8%,18.6,459,01.01,0.41,0.16,0.14,-202,0,-29,3.3%,20%,0,8
Likai,,TOP,55,41.8%,2.9,2.9,2.4,4.2,8.3,395,50.9%,22.6,548,0.98,0.45,0.14,0.22,-126,-3,-112,23.6%,12.7%,0,18
Loading,,TOP,10,70%,3.1,2.1,2.3,5.1,7.1,356,57.7%,20.8,408,01.04,0.43,0.12,0.14,-194,-7,-102,20%,0%,0,5
Lonely,,TOP,45,46.7%,3.1,2.7,2.6,5.2,8.2,394,57.6%,22.2,513,1.18,0.46,0.26,0.2,-76,-2,-140,17.8%,17.8%,0,12
Lonerr,,TOP,6,0%,0.6,0.5,3.7,1.7,6.7,287,29%,16.9,343,0.83,0.47,0.07,0.15,-2382,-47,-1741,16.7%,0%,0,-
Looca,,TOP,26,73.1%,4.4,4,2.3,6.3,7.9,410,51.6%,21.2,578,01.06,0.36,0.16,0.11,150,2,74,15.4%,11.5%,0,16
Lot,,TOP,78,53.8%,3.1,3.3,2.6,4.7,8.2,404,57.1%,22.9,579,1,0.32,0.22,0.14,382,8,-10,15.4%,11.5%,0,30
Luana,,TOP,56,57.1%,3.1,2.6,2.6,5.6,7.7,384,48%,20.7,500,0.91,0.35,0.14,0.13,-136,-5,-46,7.1%,7.1%,0,16
Ludwig,,TOP,2,0%,0.4,1,8,2,5.3,296,41.5%,16.1,275,0.73,0.24,0.11,0.09,-2006,-33,-870,0%,100%,0,1
Luknom,,TOP,3,0%,0.5,1,5.3,1.7,7.8,359,27.5%,18.2,471,0.53,0.33,0.04,0,-1357,-27,-540,0%,33.3%,0,1
Lunddorf,,TOP,10,40%,1.6,2,3.7,3.9,7.9,381,52.4%,20.6,440,01.02,0.37,0.15,0.09,766,15,373,40%,10%,0,7
M0NK,,TOP,1,100%,10,3,1,7,6.4,365,83.3%,28.4,543,1.11,0.35,0.28,0.1,-1490,-34,-1689,0%,0%,0,-
Maged,,TOP,28,25%,1.2,2.3,4.8,3.5,7.8,365,44%,23.7,495,0.77,0.3,0.12,0.08,-366,0,-524,7.1%,10.7%,0,16
MaiYuk,,TOP,14,50%,2.3,2.5,3.8,6.4,7.7,384,45.4%,22.1,610,0.73,0.35,0.11,0.06,96,4,119,28.6%,0%,0,9
Makes,,TOP,36,33.3%,1.4,2.5,4.1,3.3,7.7,369,53.5%,23.7,502,0.94,0.41,0.14,0.11,-189,3,-124,13.9%,22.2%,1,16
Makk,,TOP,14,21.4%,2.2,2.6,3.6,5.1,7.8,374,64.3%,25.4,511,0.71,0.32,0.13,0.02,-859,-12,-635,14.3%,28.6%,0,4
ManoloGap,,TOP,27,37%,2.4,3.1,3.5,5.5,7.2,375,52.5%,24.6,638,0.89,0.33,0.12,0.12,-169,-8,-192,11.1%,14.8%,0,12
Maple Syrup,,TOP,2,0%,0.5,1,5.5,2,6.9,326,32.1%,18.5,474,0.62,0.23,0.13,0,-550,-6,-324,0%,0%,0,-
Marcus,,TOP,10,50%,3.6,4.1,3,6.8,7.9,410,57.2%,22.4,583,01.01,0.33,0.22,0.13,-706,-14,-281,20%,20%,0,3
Marky,,TOP,56,55.4%,2.9,2.3,3,6.4,7.9,389,57.6%,20.3,513,01.02,0.34,0.18,0.17,216,4,135,17.9%,5.4%,0,16
Matixx,,TOP,33,51.5%,3.9,3.7,2.3,5.2,7.6,378,53.2%,20.6,517,0.73,0.33,0.11,0.02,-170,-1,-70,12.1%,18.2%,0,22
Maynter,,TOP,78,67.9%,3.7,2.1,2.2,6.2,7.3,370,50.7%,18.2,472,01.03,0.37,0.17,0.2,-3,-3,52,15.4%,6.4%,0,6
MeLoNiK,,TOP,67,62.7%,3.1,2.6,2.5,5.1,8.4,402,51.3%,23.8,640,01.06,0.4,0.11,0.12,345,10,261,17.9%,16.4%,0,34
MegaJ,,TOP,18,5.6%,1.4,0.9,3.3,3.9,7.2,327,48.2%,18.9,382,0.7,0.34,0.1,0.09,-699,-16,-592,16.7%,5.6%,0,2
Meifan,,TOP,10,40%,1.6,1.8,4.2,5,7.5,367,37.9%,20.3,517,0.76,0.36,0.11,0.08,-1104,-16,-462,10%,30%,0,6
Midir,,TOP,11,27.3%,2.1,2.2,3.5,5,7,340,53.4%,15.8,394,0.76,0.29,0.11,0.17,-781,-20,-30,9.1%,9.1%,0,2
Mietek,,TOP,32,37.5%,1.9,3,3.8,4.1,8.2,393,49.4%,25.5,633,0.77,0.31,0.12,0.09,-24,5,-27,9.4%,12.5%,0,21
Mihile,,TOP,97,49.5%,2.6,2.5,2.7,4.6,8.4,393,56.5%,21.7,515,01.05,0.34,0.22,0.17,-23,0,90,17.5%,11.3%,0,20
Misaki,,TOP,14,35.7%,1.6,1.8,3.7,4.2,7.5,357,48.6%,21.9,516,0.83,0.34,0.1,0.08,-131,0,-90,21.4%,21.4%,0,4
Misanthiel,,TOP,62,62.9%,4.6,3.1,2.3,7.6,7.5,386,51.1%,19.6,583,0.8,0.25,0.16,0.08,-11,4,244,12.9%,6.5%,2,38
MooseHater,,TOP,5,20%,1.5,0.6,3,3.8,7.5,326,49%,20.9,365,0.64,0.3,0.1,0.01,-1478,-23,-744,0%,20%,0,-
Morgan,,TOP,82,19.5%,1.9,2.1,3,3.6,8.3,371,57.4%,22.5,487,01.07,0.35,0.24,0.23,-175,-3,-205,17.1%,13.4%,0,10
Murph,,TOP,14,7.1%,0.9,1.5,4,2.3,7.1,325,50.9%,22.8,387,0.89,0.45,0.13,0.14,-915,-20,-604,0%,21.4%,0,3
Muses,,TOP,3,0%,0.7,1.3,4,1.3,6.8,352,53.2%,22.8,306,-,-,-,-,-,-,-,-,-,-,-
Myrwn,,TOP,77,45.5%,2.4,2.8,3.1,4.8,8,392,51%,25.3,598,01.05,0.34,0.23,0.08,52,-1,33,9.1%,5.2%,0,27
NL,,TOP,1,100%,9,2,2,16,7.3,373,41.9%,11.3,569,0.7,0.32,0.07,0.07,-599,-19,-636,0%,0%,0,1
Naak Nako,,TOP,78,60.3%,2.8,2.9,2.9,5.4,8,398,54.2%,20.1,513,0.92,0.36,0.16,0.15,-46,-4,28,6.4%,9%,0,38
Nanaue,,TOP,45,71.1%,2.3,3.6,3.9,5.3,7.9,403,51.8%,20.5,611,01.07,0.46,0.17,0.17,-183,-9,-243,11.1%,24.4%,0,29
NanoStrqfe,,TOP,6,50%,1.9,1.2,2.7,4,7.9,369,38.1%,21.8,441,0.81,0.34,0.11,0.06,-61,2,262,0%,16.7%,0,3
Nazgul,,TOP,11,27.3%,1.3,1.9,4,3.5,7.4,356,33.8%,21,508,0.86,0.36,0.08,0.08,-644,-12,-747,0%,18.2%,0,2
Nectaar,,TOP,12,16.7%,1.7,2.3,3.4,3.5,7.4,356,46.2%,25.8,564,01.04,0.46,0.16,0.19,-4,2,281,8.3%,8.3%,0,7
Nenad,,TOP,54,59.3%,4.2,3.4,2.3,6.1,7.6,386,54.2%,20.8,521,0.79,0.28,0.12,0.11,-44,-2,179,16.7%,14.8%,0,31
Niceguyben,,TOP,50,58%,2.3,2.7,3.5,5.5,8.3,420,44.6%,22.2,598,0.78,0.33,0.12,0.03,179,6,-240,14%,10%,0,24
Niles,,TOP,37,64.9%,3.2,2.7,2.6,5.7,7.5,379,49.7%,23.3,609,0.98,0.34,0.15,0.16,-239,-8,-216,5.4%,5.4%,0,12
Nille,,TOP,53,54.7%,3.5,2.7,2.5,6.3,7.9,388,55.7%,21.9,538,1.11,0.53,0.14,0.21,61,1,-25,9.4%,7.5%,0,17
