Player,Country,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Mettoe,,MID,14,57.1%,5.3,5.5,2.5,7.8,8,414,67%,27.5,733,0.85,0.32,0.15,0.08,-6,-2,161,14.3%,14.3%,0,6
Midnight,,MID,20,55%,4.5,3.9,2.1,5.3,8.3,399,65.4%,27.7,651,0.92,0.35,0.15,0.14,-256,-2,-115,10%,5%,0,6
Milica,,MID,33,60.6%,5.7,3.8,1.8,6.7,8.9,423,65.5%,28,683,1.17,0.3,0.27,0.14,227,6,231,18.2%,3%,0,12
Miniduke,,MID,36,77.8%,3.9,4.8,2.8,6.2,9.2,462,63%,26.5,751,1.21,0.37,0.28,0.15,-218,-8,-127,11.1%,13.9%,0,16
Minji,,MID,57,40.4%,3.2,3.8,2.8,5.4,8.5,401,68.1%,28.7,697,0.95,0.38,0.18,0.17,-410,-7,-176,21.1%,7%,0,12
Mireu,,MID,61,49.2%,2.9,4.2,3.6,6,9,438,69.1%,30.5,765,01.08,0.38,0.28,0.1,83,2,-34,14.8%,11.5%,0,20
Mirrored,,MID,6,50%,4,4.8,2.8,6.5,9.4,459,63.9%,27.4,822,1.5,0.38,0.19,0.1,-120,-1,-58,16.7%,16.7%,0,2
Modliszka,,MID,13,38.5%,3.5,2.9,2.7,6.6,8.1,369,69.5%,23.1,520,0.76,0.27,0.19,0.12,-247,-4,69,23.1%,7.7%,0,-
Monstrob,,MID,32,18.8%,1.9,2.9,3.4,3.8,8.3,390,57.7%,23.1,492,1,0.42,0.16,0.17,-440,-6,-319,21.9%,9.4%,0,8
Naehyun,,MID,16,12.5%,2.5,3.4,2.8,3.7,8.8,408,62.9%,25.7,562,1.27,0.47,0.25,0.15,-200,-6,-135,31.3%,0%,0,2
Nafkelah,,MID,27,29.6%,2.7,2.9,2.9,5,8.4,394,76.2%,30.4,717,0.87,0.35,0.2,0.11,-213,-1,-175,18.5%,11.1%,0,9
Nakyung,,MID,57,59.6%,4.5,4.6,2.2,5.6,8.9,437,63.5%,26.5,658,1.13,0.35,0.26,0.12,206,1,161,17.5%,12.3%,0,27
Namiru,,MID,28,3.6%,1.8,1.6,2.6,3.1,8.5,367,65.1%,28.8,566,01.01,0.38,0.24,0.17,-504,-4,-447,7.1%,10.7%,0,7
Nano,,MID,48,62.5%,5.4,4.1,2,7.1,8.7,431,68.9%,26.1,686,01.01,0.38,0.2,0.19,-59,-2,-114,25%,10.4%,0,9
Narttaker,,MID,2,0%,1,1,4,3,7.1,326,71.4%,30.6,580,0.58,0.3,0.04,0,-1244,-32,-1420,50%,0%,0,-
Neadz,,MID,3,66.7%,4.3,2.3,2,6.3,9.6,435,63%,22.4,579,01.06,0.33,0.23,0.13,496,19,507,33.3%,0%,0,-
Nisqy,,MID,52,48.1%,3,3.7,3.1,5.7,8.6,418,67.2%,29.2,679,1.18,0.51,0.26,0.23,80,-5,-118,30.8%,15.4%,0,9
Nite,,MID,63,68.3%,4.4,4.2,2.3,6.3,9,443,56.2%,27.3,753,0.98,0.42,0.14,0.13,169,8,206,12.7%,7.9%,0,25
Nobody,,MID,58,43.1%,2.8,4.1,3.8,6.3,9.1,437,71.9%,30.2,749,1.27,0.5,0.23,0.17,-104,0,-193,25.9%,15.5%,0,13
Nogo,,MID,20,30%,2.7,4,3.5,5.2,9.1,430,59.8%,26.6,792,1.1,0.43,0.3,0.17,-410,-6,-260,15%,30%,0,4
Noma,,MID,53,69.8%,4.8,4.2,2.4,7.3,8.4,436,62.3%,27.1,715,01.09,0.42,0.19,0.12,241,-1,165,24.5%,5.7%,0,19
Nox,,MID,13,38.5%,4.5,4,2.5,7,7.8,393,71.9%,23.7,624,0.76,0.32,0.12,0.11,-273,-7,-326,7.7%,0%,0,4
NuL1,,MID,40,10%,2.2,1.8,2.9,4.5,8.4,371,65.3%,26.7,609,0.99,0.38,0.22,0.17,-571,-6,-273,15%,5%,0,6
NuQ,,MID,1,100%,5.4,11,5,16,7.7,546,62.8%,25.7,1292,01.09,0.32,0.14,0,1451,-37,-1527,100%,0%,0,1
Nulu,,MID,13,46.2%,3.1,5.1,3.1,4.3,9.7,458,57.8%,30.2,783,1.2,0.38,0.22,0.14,-8,9,371,15.4%,7.7%,0,6
OMON,,MID,68,75%,4.3,5.3,3,7.5,8.8,457,68.9%,30.3,866,01.02,0.36,0.22,0.13,251,7,351,25%,11.8%,0,39
Oblivione,,MID,4,0%,3,4,3,5,8.9,403,66.6%,25.8,512,1.17,0.56,0.22,0.14,28,-15,-228,25%,25%,0,3
On3Sh0t,,MID,30,26.7%,3.8,4.5,2.6,5.3,8.5,406,64.8%,27.8,663,0.77,0.32,0.16,0.09,-437,-10,-160,10%,10%,0,5
Onat,,MID,40,42.5%,3.5,3.7,2.8,6.4,8.1,391,67.3%,26.8,664,0.91,0.34,0.17,0.11,-202,-1,-141,20%,15%,0,7
Opeduy,,MID,1,100%,7,8,2,6,7.5,482,70%,15.9,525,0.83,0.53,0.08,0.15,320,-15,-928,0%,0%,0,1
Orrisot,,MID,32,53.1%,4.6,4.2,2.2,6,8.4,401,69.9%,22.8,519,0.79,0.3,0.14,0.1,13,2,172,25%,6.3%,1,5
Painful,,MID,31,38.7%,3.1,4.5,3.2,5.5,9.1,432,65.7%,29.1,688,01.07,0.37,0.22,0.08,154,7,-112,35.5%,0%,0,13
Palafox,,MID,44,36.4%,2.7,3,3,5.2,8.8,405,64%,25.7,606,1.22,0.46,0.26,0.17,-254,-4,-271,15.9%,18.2%,0,9
Panda2,,MID,10,30%,3.4,4.4,2.7,4.8,8.8,423,72.8%,25.6,533,0.91,0.34,0.15,0.12,-246,-7,27,20%,0%,0,3
Peco,,MID,34,44.1%,3.6,4.5,2.9,6,8.6,420,66.3%,28.7,758,1.14,0.43,0.24,0.15,296,5,292,23.5%,11.8%,0,12
Peng,,MID,45,42.2%,2.8,3.1,3,5.5,8.1,392,65%,24.9,573,01.05,0.43,0.21,0.21,-189,-8,-156,15.6%,8.9%,1,17
Peppe,,MID,62,67.7%,5,4.8,2.4,7.2,8.9,442,62.9%,24.7,676,1.16,0.44,0.22,0.2,39,1,-7,12.9%,8.1%,0,23
Perkz,,MID,14,35.7%,2.2,3.3,2.9,3.1,9.2,407,53.7%,31.2,635,1,0.33,0.25,0.12,-407,0,-219,21.4%,28.6%,0,1
Pesho,,MID,13,23.1%,2.8,4.5,3.8,6.2,8.8,413,74.1%,29.4,811,0.76,0.29,0.13,0.09,-88,-3,-186,15.4%,0%,0,3
Phaell,,MID,11,27.3%,2.3,3.9,3.8,4.7,8.3,400,70.9%,31.6,683,0.85,0.38,0.12,0.09,-317,-6,-282,54.5%,0%,0,13
Phantomles,,MID,36,41.7%,4,3.7,2.5,6.3,8.6,414,64.6%,27.6,673,1.13,0.43,0.21,0.14,-103,1,-128,8.3%,8.3%,0,3
Phenomenal,,MID,10,0%,1.3,1.9,3.7,2.9,8.2,362,64.9%,25.9,518,0.92,0.41,0.19,0.11,-882,-14,-792,20%,30%,0,1
PiOk,,MID,1,100%,9,10,2,8,8.7,517,78.3%,25.4,811,0.81,0.31,0.16,0.19,1286,1,-1030,0%,0%,0,-
Piku,,MID,13,38.5%,2.6,2.8,3,5.1,7.9,373,59.8%,26.9,555,1,0.47,0.11,0.22,-180,-11,-166,15.4%,7.7%,0,2
Pilot,,MID,36,33.3%,4.2,3.3,1.8,4.3,9.2,417,70.3%,29.2,622,01.01,0.38,0.24,0.17,-3,1,-46,11.1%,2.8%,0,11
Poby,,MID,104,44.2%,3.1,2.7,2.3,4.4,9.6,421,58.3%,25,554,1.16,0.47,0.25,0.18,-153,-2,-60,19.2%,15.4%,0,15
Pomo,,MID,3,0%,1,1,2.7,1.7,8.8,381,30%,26.3,555,0.62,0.3,0.09,0.01,-704,-5,-374,0%,0%,0,-
Pout,,MID,10,40%,4.2,2.5,1.7,4.6,9,407,67.9%,27.9,527,1.1,0.39,0.19,0.22,213,4,176,30%,10%,0,2
PowerOfEvil,,MID,83,66.3%,5.7,4.8,2,6.5,9.3,459,68.5%,30.4,822,01.08,0.39,0.21,0.15,494,5,241,18.1%,2.4%,0,23
Praedyth,,MID,14,21.4%,2.1,3.9,3.8,4.1,7.8,417,56.5%,25.4,641,0.97,0.39,0.13,0.15,21,-7,-229,14.3%,7.1%,0,8
Pretender,,MID,31,64.5%,6,3.4,1.6,6.2,8.9,422,62.8%,26.4,690,1.17,0.42,0.29,0.13,175,-2,-108,25.8%,0%,0,6
PrettyGRE,,MID,38,39.5%,3.8,4,2.6,5.7,9.1,426,68.3%,29.9,746,0.98,0.35,0.2,0.12,20,5,140,23.7%,5.3%,0,6
Pullbae,,MID,22,45.5%,3.4,2.9,2.8,6.8,8.8,409,69.5%,27.9,663,1.31,0.52,0.28,0.21,-542,-9,-490,13.6%,31.8%,0,3
Pun1sher,,MID,34,52.9%,4.8,4.9,2.4,6.8,8.8,449,64.4%,26.3,719,1.1,0.38,0.2,0.18,54,-6,-22,20.6%,8.8%,0,10
Pungyeon,,MID,104,47.1%,3.2,3.3,2.7,5.4,9.8,442,67%,26.9,663,1.23,0.46,0.29,0.19,96,7,104,19.2%,8.7%,0,28
Qats,,MID,72,73.6%,5,4.3,2.3,7.3,8.4,427,66.4%,27.5,717,1.25,0.48,0.23,0.22,148,-4,-33,29.2%,5.6%,0,26
Quad,,MID,76,69.7%,5.6,4.6,2.1,7.2,8.9,437,68.9%,31,804,1.32,0.51,0.26,0.21,340,9,264,26.3%,3.9%,1,28
Quid,,MID,60,50%,3.7,4.2,2.6,5.3,9.6,443,66.6%,29.1,756,1.3,0.44,0.31,0.19,-58,0,-51,13.3%,6.7%,0,20
Quik,,MID,14,42.9%,3,4.6,3.5,5.9,8.3,412,60.3%,27.3,680,0.79,0.26,0.18,0.07,17,2,69,0%,7.1%,0,11
Raes,,MID,12,41.7%,3.5,5.1,3.3,6.6,9.2,448,68.7%,26,827,1.35,0.45,0.28,0.16,-61,-4,-179,16.7%,25%,0,9
RafBin,,MID,41,56.1%,5.1,4.7,2,5.8,9.2,450,60.9%,25.2,680,0.79,0.31,0.14,0.05,224,5,199,19.5%,0%,0,9
Raiden,,MID,1,0%,0.6,1,5,2,5.2,273,27.3%,12.8,264,1,0.48,0.18,0.18,-2937,-73,-2442,0%,0%,0,-
Random,,MID,56,55.4%,3.5,5.1,3,5.4,9.1,438,69.9%,30.4,780,0.98,0.38,0.2,0.05,11,5,42,16.1%,12.5%,0,12
RapMonsters,,MID,31,41.9%,3.3,3.1,2.6,5.6,7.9,388,63%,26,608,0.85,0.31,0.16,0.04,-253,-4,-270,16.1%,12.9%,0,7
RealR,,MID,1,0%,0,0,2,0,7.3,288,0%,15,243,0.81,0.43,0.08,0.12,-704,-16,-377,0%,0%,0,-
Reeker,,MID,89,77.5%,5.3,4.4,2.4,8.2,8.8,443,66.8%,27.5,803,1.16,0.39,0.26,0.2,425,6,297,22.5%,6.7%,0,18
Relative,,MID,36,41.7%,2.6,3.5,3.4,5.3,8.8,414,62.9%,24.5,562,0.91,0.38,0.19,0.11,-485,-3,-366,11.1%,5.6%,0,1
Reufury,,MID,16,43.8%,2.5,4.2,3.5,4.6,8,398,59.6%,26.3,604,0.84,0.36,0.14,0.11,-593,-16,-386,25%,0%,0,9
Rhemio,,MID,15,53.3%,4.2,4.1,2.5,6.5,8.8,411,69.6%,25.1,609,1.14,0.48,0.14,0.15,91,3,-4,13.3%,13.3%,0,3
Ribu,,MID,32,34.4%,2.6,2.6,2.9,4.9,8.7,401,57.3%,27.2,657,0.83,0.34,0.17,0.05,-462,-4,-180,18.8%,3.1%,0,10
Richard I,,MID,54,33.3%,2.7,3.1,2.9,4.8,8.7,406,60.1%,26.1,608,1.23,0.49,0.25,0.23,-253,-8,-9,16.7%,5.6%,0,17
Roamer,,MID,62,41.9%,3.3,4.6,3.4,6.5,8.9,425,69%,29.8,792,1.28,0.44,0.28,0.18,430,10,184,24.2%,11.3%,0,32
Robenong,,MID,15,13.3%,1.1,1.8,5.6,4.4,7.6,350,48.4%,23.1,533,0.82,0.38,0.13,0.07,-723,-15,-658,6.7%,13.3%,0,-
Roison,,MID,41,63.4%,5,4.2,2.4,7.6,8.3,418,62.7%,28.8,743,0.75,0.31,0.14,0.07,-233,-5,-276,12.2%,9.8%,0,5
RooKie,,MID,124,50.8%,4,3.8,2.4,5.9,9,428,70.3%,30.1,779,1.38,0.5,0.34,0.21,178,-,-,-,-,-,-
RoyalKanin,,MID,10,40%,4.5,5.9,2.4,4.9,9.6,467,61.4%,29.1,858,1.17,0.38,0.26,0.1,247,8,131,10%,0%,0,3
Rxiaer,,MID,8,37.5%,1.5,2.6,3.9,3.4,8.1,378,48.5%,28.5,589,1.16,0.46,0.18,0.11,-529,-13,-547,0%,12.5%,0,4
Rylle,,MID,14,35.7%,2.8,2.4,2.5,4.6,8.6,393,68.4%,29.8,662,1.1,0.33,0.23,0.13,268,8,299,14.3%,21.4%,0,1
Ryoh,,MID,2,0%,3.2,2,2.5,6,7.8,385,66.9%,24.6,679,1.31,0.36,0.31,0.14,-530,-16,-332,0%,0%,0,-
Ryoma,,MID,30,53.3%,4.1,6.4,3.1,6.5,9.1,463,76.4%,33.5,853,0.95,0.37,0.21,0.11,148,-1,101,26.7%,13.3%,0,14
SOLBON,,MID,11,9.1%,2.3,1.6,2.7,4.7,8,367,45.7%,19.2,479,0.87,0.37,0.16,0.14,-930,-21,-503,9.1%,9.1%,0,-
Sadaz,,MID,14,21.4%,3.5,3.6,2.6,5.5,9.3,432,69.7%,25.2,509,0.8,0.26,0.18,0.08,28,1,8,28.6%,14.3%,0,2
Sahira,,MID,31,71%,5.3,3.9,2.4,8.9,8.4,408,70.7%,29.7,781,0.91,0.37,0.12,0.08,128,2,149,29%,3.2%,0,10
Saint,,MID,121,65.3%,4.1,4.5,2.6,6.3,9.5,454,70.4%,30,755,1.3,0.35,0.36,0.16,111,0,121,23.1%,14.9%,0,48
Sajator,,MID,63,46%,3.9,4.8,2.7,5.9,8.5,433,64.7%,27.6,725,1.13,0.41,0.24,0.17,203,6,159,20.6%,7.9%,0,33
Saken,,MID,18,22.2%,3.2,2.6,2.3,4.9,8.9,399,68%,28.7,629,1.19,0.39,0.26,0.14,-158,-4,-177,16.7%,5.6%,0,3
Sami,,MID,2,0%,1.8,2.5,3,3,7.4,358,63%,25.6,612,0.49,0.28,0.03,0,-1448,-40,-672,0%,0%,0,-
Samikin,,MID,39,48.7%,4.2,4.5,2.8,7.1,8.3,414,73.2%,28.4,710,01.06,0.42,0.2,0.11,-109,-7,-114,17.9%,15.4%,0,16
Saulius,,MID,2,50%,4.2,6,2.5,4.5,10,461,69.1%,32.5,830,1.25,0.46,0.23,0.05,-242,4,-97,0%,0%,0,-
Sayn,,MID,13,38.5%,3.3,4.1,3.2,6.2,9.1,435,68.4%,28.1,699,0.99,0.43,0.15,0.16,-147,-4,97,15.4%,7.7%,0,3
Scarlet,,MID,67,74.6%,5.2,6.3,2.6,7.3,9,475,66.9%,32.9,939,0.91,0.36,0.19,0.07,641,9,386,23.9%,6%,0,44
Scout,,MID,97,54.6%,4,3.6,2.2,5.3,9.1,430,69.9%,26.3,611,1.21,0.36,0.3,0.12,49,-,-,-,-,-,-
SeMike,,MID,20,50%,3.3,4,3.1,6,8.7,425,61.9%,25,636,1.11,0.36,0.2,0.07,-222,-3,14,15%,10%,0,6
SeTab,,MID,79,29.1%,2.3,2.9,3.1,4.3,9.2,418,65.6%,27.5,668,1.22,0.43,0.32,0.18,79,2,-79,19%,12.7%,0,17
Sebekx,,MID,46,60.9%,5,4.2,2.1,6.2,8.9,426,67.5%,27,679,1.11,0.41,0.2,0.1,302,7,210,19.6%,10.9%,0,9
Seconds,,MID,2,50%,0.8,2,7.5,4,6.7,352,34.3%,11.4,288,0.9,0.24,0.13,0.03,-926,-26,-746,0%,50%,0,-
Secret1,,MID,46,52.2%,3.5,4.1,2.8,5.7,8.8,416,64.4%,26.3,618,0.95,0.32,0.23,0.1,187,10,230,15.2%,10.9%,0,19
Sencux,,MID,36,36.1%,3.9,4,2.4,5.3,8.8,415,65.9%,27.3,663,01.05,0.41,0.2,0.13,115,6,290,11.1%,0%,0,9
Serin,,MID,74,55.4%,5.6,5.8,2.2,6.4,9.2,461,70.3%,30.9,845,1.12,0.43,0.19,0.16,278,0,137,17.6%,6.8%,0,35
Sertuss,,MID,60,66.7%,5.2,4.6,2.2,6.7,8.9,439,66.8%,27.3,706,1.32,0.54,0.26,0.19,125,-2,-37,23.3%,5%,0,17
Shanks,,MID,89,51.7%,4,4.1,2.3,5.4,9.3,437,65.9%,27.9,702,1.19,0.33,0.36,0.08,334,-,-,-,-,-,-
ShengBai,,MID,22,22.7%,2.9,3.6,3.1,5.4,8.8,409,70%,30.8,684,01.07,0.32,0.3,0.14,108,4,36,4.5%,13.6%,0,8
Shiguro,,MID,2,0%,1.8,0.5,2,3,9.1,366,31.7%,14.4,329,01.06,0.38,0.25,0.1,-1981,-10,-358,0%,0%,0,-
ShowMaker,,MID,116,53.4%,4.2,3.5,2.1,5.5,8.8,416,67.4%,27.4,644,1.39,0.5,0.31,0.22,8,-2,20,25%,8.6%,2,24
Showfaker,,MID,6,50%,4.2,2.8,2.2,6.2,7.9,385,56.8%,25,565,1.41,0.52,0.16,0.17,-638,-12,-256,16.7%,0%,0,2
Shrio,,MID,18,11.1%,1.8,3,3.6,3.5,8.3,387,61%,27.5,584,0.63,0.27,0.13,0.1,-161,-3,12,11.1%,11.1%,0,9
Siler,,MID,34,44.1%,4.5,3.4,2,5.4,9.4,432,65.9%,26.6,595,1.26,0.44,0.24,0.12,247,6,225,20.6%,11.8%,0,5
Silk,,MID,21,47.6%,4.4,5,2.4,5.6,9.5,451,69.8%,28.6,767,1.21,0.38,0.28,0.12,201,2,173,33.3%,4.8%,0,3
Simpli,,MID,60,53.3%,3.8,3.9,2.7,6.4,9,429,64.9%,26.8,702,01.08,0.42,0.23,0.16,-79,-3,-62,16.7%,8.3%,0,18
Sintax,,MID,2,50%,2.8,7,5,7,8.8,432,60.2%,28,723,0.97,0.37,0.11,0.09,-546,-26,-344,0%,50%,0,3
Six10,,MID,21,42.9%,2.6,2.4,2.9,5.1,9.1,407,59.1%,24.3,536,1.3,0.46,0.32,0.22,8,5,-47,14.3%,19%,0,2
Skaterot,,MID,21,47.6%,3.5,4,2.5,4.6,9,424,58.5%,25,686,0.9,0.32,0.17,0.07,-62,0,115,28.6%,14.3%,0,7
Slayer,,MID,2,0%,0.4,0,4,1.5,8.8,338,21.4%,21.2,425,0.81,0.38,0.15,0.06,-451,-14,-342,0%,0%,0,-
SlowQ,,MID,61,62.3%,5,4,2.1,6.2,9.1,435,67%,28,690,1.33,0.53,0.26,0.21,180,6,110,24.6%,8.2%,0,13
Sora5,,MID,4,50%,6.2,4.8,1.5,4.5,8.9,433,52.6%,29.6,650,0.81,0.38,0.11,0.07,72,2,-50,0%,0%,0,-
Sovereign,,MID,14,0%,1.1,1.7,4.2,3.1,7.3,347,52.6%,23.9,506,0.83,0.3,0.15,0.12,-883,-18,-560,7.1%,7.1%,0,4
Special,,MID,18,38.9%,2.2,2.9,3.9,5.6,8.5,393,61.3%,26.3,617,1.24,0.44,0.26,0.18,-224,0,-157,5.6%,22.2%,0,5
Spirax,,MID,72,72.2%,4.6,4.2,2.4,6.8,8.9,435,63.4%,26.3,742,1.13,0.4,0.25,0.18,241,4,195,18.1%,9.7%,0,23
Starlit,,MID,46,37%,2.3,2.9,3.3,4.6,9.6,429,60.6%,28.5,758,1.29,0.39,0.35,0.19,-176,1,-65,17.4%,17.4%,0,19
Syzyf,,MID,52,57.7%,4,3.3,2.1,5,8.6,406,59.9%,25.3,621,1.21,0.46,0.24,0.16,-237,-10,-186,13.5%,3.8%,0,14
TT789,,MID,1,0%,1.2,3,5,3,8.2,376,54.5%,17.8,529,1.56,0.58,0.35,0.27,-2615,-13,-443,0%,100%,0,-
Tangyuan,,MID,66,33.3%,3.8,2.6,2,4.9,9.1,406,65.3%,26.1,563,1.57,0.52,0.49,0.15,-129,-,-,-,-,-,-
Tempester,,MID,7,28.6%,2.1,1.4,2.9,4.4,8.9,390,52.8%,22.2,499,0.85,0.41,0.19,0.19,-607,-10,-554,14.3%,28.6%,0,1
Tempt,,MID,29,58.6%,5.4,4,2,6.9,9.2,424,62.8%,26.9,653,1.14,0.46,0.2,0.2,235,11,470,31%,0%,0,9
Theoo,,MID,13,0%,1.7,2.3,2.8,2.6,8.5,368,57.2%,25.8,468,1,0.39,0.17,0.14,-374,-8,-343,15.4%,15.4%,0,4
Thraex,,MID,6,0%,1.9,2.3,3,3.3,8.2,368,53.7%,25.7,531,0.97,0.4,0.15,0.13,-352,-7,-576,0%,0%,0,1
Tinowns,,MID,69,55.1%,6.2,3.6,1.7,6.8,8.8,412,69.1%,29.5,759,1.38,0.51,0.33,0.24,5,1,175,4.3%,5.8%,1,7
Toasty,,MID,67,52.2%,3.4,4.4,3,5.8,8.4,413,65.7%,30.3,761,0.77,0.33,0.14,0.11,-127,-7,-39,22.4%,19.4%,0,22
Toffe,,MID,36,58.3%,4.5,4.6,2.2,5.3,9.4,460,64.6%,30.7,835,0.97,0.34,0.21,0.13,505,6,492,13.9%,8.3%,0,15
TolanD,,MID,69,62.3%,3.8,3.7,2.5,5.7,9.4,441,57.6%,27.3,697,1.11,0.34,0.25,0.14,166,7,185,18.8%,8.7%,1,23
Tonerre,,MID,10,40%,4.1,2.8,2.1,5.8,9,417,58.5%,23.8,521,01.07,0.39,0.17,0.16,116,5,126,10%,0%,0,1
Torak,,MID,44,47.7%,3.1,3.6,3,5.7,8.9,419,68.7%,26.3,651,01.02,0.39,0.19,0.14,-49,2,-27,20.5%,9.1%,0,12
Toucouille,,MID,37,59.5%,4.4,4.8,2.6,6.5,8.7,438,66.8%,29,749,0.97,0.38,0.16,0.13,656,16,465,27%,8.1%,0,19
Tsiperakos,,MID,43,48.8%,4,4.1,2.7,6.4,8.3,411,74%,29.6,765,1.17,0.41,0.19,0.11,-22,-8,-152,25.6%,7%,0,8
Tutsz,,MID,53,41.5%,4.3,3.5,2.2,5.9,8.6,410,70.8%,28,697,1.28,0.47,0.28,0.22,265,6,114,20.8%,3.8%,0,11
Twelve,,MID,1,0%,0.5,2,4,0,7.2,317,40%,17.8,193,0.62,0.31,0.13,0,-1134,-58,-2323,0%,0%,0,-
Ucal,,MID,77,48.1%,4.9,4.3,2,5.6,9.1,432,73.1%,25.2,598,1.12,0.32,0.39,0.08,47,-,-,-,-,-,-
Umut,,MID,23,56.5%,4.8,3.1,2.1,6.8,8.6,397,61.8%,23.3,517,1.16,0.45,0.21,0.12,-153,-2,-61,30.4%,4.3%,0,5
UniqueCORN,,MID,18,38.9%,3.1,3.7,2.9,5.3,9,416,67.9%,27.6,672,0.9,0.35,0.16,0.08,-19,4,-88,22.2%,5.6%,0,4
Valehir,,MID,1,0%,1,0,4,4,6.6,298,66.7%,21,458,0.6,0.36,0.08,0.12,-859,-17,-97,0%,0%,0,-
VampirYunus,,MID,1,100%,10,3,1,7,9,419,45.5%,20.1,473,0.73,0.36,0.13,0.03,-766,-30,-793,0%,0%,0,-
Vasco,,MID,22,68.2%,4.6,3.1,2.5,8.1,8.6,406,74.3%,24.1,613,1.14,0.37,0.23,0.1,-16,10,53,13.6%,18.2%,0,5
Vetheo,,MID,46,43.5%,3.1,3.8,2.9,5.2,9.2,426,61.7%,23.6,578,1.46,0.5,0.35,0.17,122,3,42,30.4%,8.7%,0,12
Vicla,,MID,82,39%,3.8,3.2,2.4,5.9,8.8,399,70.5%,28.1,631,1.33,0.47,0.35,0.21,-165,-,-,-,-,-,-
Vigil,,MID,63,68.3%,3.9,4.4,2.9,6.8,8.7,450,65.1%,28.1,783,01.01,0.36,0.22,0.12,76,-4,5,19%,15.9%,1,27
Vin,,MID,12,50%,2.8,3.9,2.8,3.9,9.5,444,60.8%,22.8,583,01.08,0.37,0.32,0.12,-596,-6,-534,16.7%,0%,0,4
Vladi,,MID,61,57.4%,4.4,3.5,2.1,5.9,9.3,432,70.1%,27.6,624,1.21,0.5,0.23,0.22,-18,-2,-56,14.8%,6.6%,0,10
WCD,,MID,39,33.3%,2.8,3.3,2.9,4.8,8.6,415,58.5%,25.6,641,0.97,0.36,0.16,0.12,-35,0,-61,17.9%,10.3%,0,10
Wallerman,,MID,2,0%,0.9,2,4,1.5,6.6,329,77.5%,26.8,405,0.9,0.5,0.09,0.19,-1393,-40,-932,0%,0%,0,2
Warszi,,MID,32,46.9%,4.9,4.6,2.3,6.5,8.8,422,67.5%,27.8,674,1.7,0.33,0.23,0.15,-36,-4,-175,15.6%,0%,0,10
Water,,MID,14,21.4%,2.2,3.4,3.6,4.6,8,382,72.6%,21.9,452,0.9,0.32,0.21,0.14,-774,-12,-461,7.1%,21.4%,0,1
Whip,,MID,2,50%,2.7,0.5,3.5,9,6.4,342,59.8%,17.4,359,0.56,0.29,0.03,0.05,-305,-6,72,50%,0%,0,-
Whistle,,MID,14,28.6%,2.4,3.1,3.6,5.6,8.9,415,64.7%,28.3,621,1.21,0.38,0.32,0.13,308,6,261,14.3%,35.7%,0,5
Wolorz,,MID,4,50%,5,6.3,3,8.8,8.7,449,72.8%,29,968,0.91,0.22,0.19,0.03,-654,-6,-110,0%,0%,0,1
Wuming,,MID,3,0%,0.9,1.3,3.7,2,8.8,364,57.1%,27.8,390,-,-,-,-,-,-,-,-,-,-,-
XZZ,,MID,8,12.5%,2.4,2.8,3.1,4.6,9.4,426,62.1%,23.7,509,1.11,0.37,0.29,0.13,-517,-,-,-,-,-,-
Xeltop,,MID,18,16.7%,2.3,2.8,2.7,3.4,8.5,389,54.2%,23.3,497,0.85,0.3,0.16,0.09,-24,3,-67,16.7%,11.1%,0,1
Xico,,MID,55,47.3%,3.7,4.6,3.3,7.7,8.7,426,77.6%,29,716,1.25,0.53,0.23,0.2,-189,-1,-109,18.2%,9.1%,0,12
XoNix,,MID,31,45.2%,3.9,3.6,2.5,6.1,8.8,425,64.7%,28.7,706,01.06,0.41,0.18,0.15,151,8,142,29%,3.2%,0,5
Xoska,,MID,41,41.5%,2.7,2.8,2.9,5.2,8.6,396,58.5%,21.5,492,1.15,0.48,0.2,0.18,-353,-6,-268,17.1%,9.8%,0,4
Yagao,,MID,113,61.1%,4.1,3.4,2.3,5.9,8.6,415,65.2%,25,605,1.35,0.42,0.35,0.11,60,-,-,-,-,-,-
Young,,MID,63,44.4%,3.7,4.1,2.7,5.8,8.4,409,66.3%,25,626,1,0.39,0.17,0.16,-83,-5,-30,22.2%,7.9%,0,13
Yuekai,,MID,77,31.2%,3.9,3.4,2,4.3,8.9,419,68.1%,29,634,1.17,0.47,0.26,0.15,80,-,-,-,-,-,-
ZaZee,,MID,36,33.3%,3.1,2.9,2.9,5.9,8.9,406,64.4%,25.1,596,01.08,0.44,0.22,0.16,-231,-6,-248,8.3%,2.8%,0,5
Zeka,,MID,112,69.6%,6,4.4,1.7,5.6,9.5,447,67.6%,27.5,669,1.39,0.53,0.32,0.22,212,2,32,25.9%,4.5%,0,27
Zelt,,MID,15,46.7%,4.8,4.7,2.1,5.5,9.4,441,70.9%,28.6,657,01.06,0.38,0.23,0.1,-204,-3,-161,13.3%,6.7%,0,3
Zhangsid,,MID,39,30.8%,3.1,3.6,2.6,4.6,8.7,416,66.8%,27.6,645,01.07,0.4,0.22,0.13,70,2,7,7.7%,15.4%,0,11
